"Confirmed date","Country","HPAI strain","WOAH Classification","Cases"
2022-09-22,"Belgium","H5N1","Wild birds",2
2022-09-23,"Germany","H5N1","Farm",2
2022-09-23,"France","H5N1","Farm",1
2022-09-23,"The Netherlands","H5N1","Wild birds",1
2022-09-23,"France","H5N1","Wild birds",1
2022-09-23,"Belgium","H5N1","Wild birds",4
2022-09-26,"France","H5N1","Captive birds",3
2022-09-26,"The Netherlands","H5N1","Farm",1
2022-09-26,"The Netherlands","H5N1","Wild birds",1
2022-09-26,"Spain","H5N1","Wild birds",7
2022-09-26,"France","H5N1","Wild birds",2
2022-09-27,"France","H5N1","Captive birds",2
2022-09-27,"Belgium","H5N1","Captive birds",1
2022-09-27,"Germany","H5N1","Farm",1
2022-09-27,"France","H5N1","Farm",1
2022-09-27,"Norway","H5N5","Wild birds",1
2022-09-27,"Spain","H5N1","Wild birds",2
2022-09-27,"Germany","H5N1","Wild birds",2
2022-09-28,"The Netherlands","H5N1","Captive birds",1
2022-09-28,"Belgium","H5N1","Farm",1
2022-09-28,"The Netherlands","H5N1","Wild birds",8
2022-09-28,"Spain","H5N1","Wild birds",5
2022-09-28,"Germany","H5N1","Wild birds",3
2022-09-29,"France","H5N1","Captive birds",3
2022-09-29,"The Netherlands","H5N1","Farm",1
2022-09-29,"Portugal","H5N1","Farm",1
2022-09-29,"Germany","H5N1","Farm",1
2022-09-29,"Italy","H5N1","Wild birds",1
2022-09-30,"The Netherlands","H5N1","Farm",1
2022-09-30,"Belgium","H5N1","Farm",1
2022-09-30,"Finland","H5N5","Wild birds",1
2022-09-30,"The Netherlands","H5N1","Wild birds",12
2022-09-30,"Norway","H5N1","Wild birds",1
2022-10-02,"The Netherlands","H5N1","Farm",1
2022-10-02,"Belgium","H5N1","Farm",1
2022-10-03,"The Netherlands","H5N1","Wild birds",1
2022-10-03,"Germany","H5N1","Farm",2
2022-10-03,"Belgium","H5N1","Wild birds",6
2022-10-04,"The Netherlands","H5N1","Farm",1
2022-10-04,"The Netherlands","H5N1","Wild birds",8
2022-10-04,"France","H5N1","Captive birds",7
2022-10-04,"France","H5N1","Farm",1
2022-10-05,"The Netherlands","H5N1","Farm",1
2022-10-05,"The Netherlands","H5N1","Wild birds",8
2022-10-05,"Northern Ireland","H5N1","Wild birds",1
2022-10-05,"Iceland","H5N1","Wild birds",2
2022-10-05,"Germany","H5N1","Farm",1
2022-10-05,"Germany","H5N1","Wild birds",4
2022-10-05,"France","H5N1","Captive birds",2
2022-10-05,"France","H5N1","Wild birds",1
2022-10-05,"Denmark","H5N1","Wild birds",1
2022-10-05,"Belgium","H5N1","Captive birds",1
2022-10-06,"The Netherlands","H5N1","Captive birds",1
2022-10-06,"Spain","H5N1","Wild birds",7
2022-10-06,"Germany","H5N1","Farm",1
2022-10-06,"France","H5N1","Farm",1
2022-10-07,"The Netherlands","H5N1","Captive birds",1
2022-10-07,"The Netherlands","H5N1","Farm",1
2022-10-07,"The Netherlands","H5N1","Wild birds",2
2022-10-07,"France","H5N1","Captive birds",2
2022-10-07,"France","H5N1","Wild birds",3
2022-10-07,"Belgium","H5N1","Wild birds",3
2022-10-08,"The Netherlands","H5N1","Captive birds",1
2022-10-08,"Germany","H5N1","Farm",1
2022-10-09,"The Netherlands","H5N1","Farm",1
2022-10-10,"The Netherlands","H5N1","Wild birds",2
2022-10-10,"France","H5N1","Captive birds",1
2022-10-10,"France","H5N1","Farm",1
2022-10-10,"France","H5N1","Wild birds",1
2022-10-10,"Belgium","H5N1","Farm",1
2022-10-11,"The Netherlands","H5N1","Captive birds",2
2022-10-11,"The Netherlands","H5N1","Farm",1
2022-10-11,"The Netherlands","H5N1","Wild birds",1
2022-10-11,"Spain","H5N1","Wild birds",4
2022-10-11,"Italy","H5N1","Wild birds",2
2022-10-11,"Germany","H5N1","Wild birds",1
2022-10-11,"France","H5N1","Captive birds",1
2022-10-11,"France","H5N1","Farm",1
2022-10-11,"France","H5N1","Wild birds",2
2022-10-11,"Belgium","H5N1","Wild birds",3
2022-10-12,"Norway","H5N1","Wild birds",2
2022-10-12,"France","H5N1","Captive birds",1
2022-10-12,"France","H5N1","Farm",1
2022-10-12,"France","H5N1","Wild birds",1
2022-10-13,"The Netherlands","H5N1","Farm",1
2022-10-13,"The Netherlands","H5N1","Wild birds",2
2022-10-13,"Italy","H5N1","Wild birds",2
2022-10-13,"Ireland","H5N1","Captive birds",1
2022-10-13,"Germany","H5N1","Wild birds",2
2022-10-13,"France","H5N1","Captive birds",1
2022-10-14,"The Netherlands","H5N1","Farm",1
2022-10-14,"The Netherlands","H5N1","Wild birds",4
2022-10-14,"Spain","H5N1","Wild birds",10
2022-10-14,"Northern Ireland","H5N1","Wild birds",2
2022-10-14,"Italy","H5N1","Wild birds",1
2022-10-14,"Germany","H5N1","Wild birds",2
2022-10-14,"France","H5N1","Captive birds",2
2022-10-14,"France","H5N1","Farm",1
2022-10-14,"France","H5N1","Wild birds",2
2022-10-15,"Germany","H5N1","Farm",1
2022-10-15,"France","H5N1","Farm",1
2022-10-16,"The Netherlands","H5N1","Farm",1
2022-10-16,"Northern Ireland","H5N1","Captive birds",1
2022-10-16,"Italy","H5N1","Wild birds",2
2022-10-16,"Germany","H5N1","Farm",1
2022-10-17,"The Netherlands","H5N1","Captive birds",1
2022-10-17,"The Netherlands","H5N1","Wild birds",3
2022-10-17,"Germany","H5N1","Wild birds",1
2022-10-17,"France","H5N1","Captive birds",1
2022-10-17,"France","H5N1","Farm",1
2022-10-17,"France","H5N1","Wild birds",1
2022-10-17,"Belgium","H5N1","Captive birds",1
2022-10-17,"Belgium","H5N1","Wild birds",1
2022-10-18,"The Netherlands","H5N1","Wild birds",1
2022-10-18,"Spain","H5N1","Wild birds",1
2022-10-18,"Italy","H5N1","Farm",1
2022-10-18,"Germany","H5N1","Farm",1
2022-10-18,"Germany","H5N1","Wild birds",2
2022-10-18,"France","H5N1","Farm",3
2022-10-18,"France","H5N1","Wild birds",1
2022-10-18,"Belgium","H5N1","Wild birds",3
2022-10-19,"The Netherlands","H5N1","Captive birds",1
2022-10-19,"Spain","H5N1","Wild birds",4
2022-10-19,"Italy","H5N1","Farm",1
2022-10-19,"Ireland","H5N1","Captive birds",1
2022-10-19,"Germany","H5N1","Farm",3
2022-10-19,"France","H5N1","Farm",1
2022-10-20,"The Netherlands","H5N1","Captive birds",1
2022-10-20,"The Netherlands","H5N1","Farm",1
2022-10-20,"Spain","H5N1","Wild birds",1
2022-10-20,"Iceland","H5N1","Wild birds",2
2022-10-20,"France","H5N1","Captive birds",1
2022-10-20,"France","H5N1","Farm",4
2022-10-20,"France","H5N1","Wild birds",2
2022-10-20,"Denmark","H5N1","Wild birds",1
2022-10-20,"Belgium","H5N1","Captive birds",1
2022-10-20,"Belgium","H5N1","Wild birds",5
2022-10-21,"The Netherlands","H5N1","Farm",1
2022-10-21,"Spain","H5N1","Wild birds",7
2022-10-21,"Slovenia","H5N1","Wild birds",1
2022-10-21,"Norway","H5N1","Farm",1
2022-10-21,"Italy","H5N1","Wild birds",2
2022-10-21,"Germany","H5N1","Farm",1
2022-10-21,"Germany","H5N1","Wild birds",4
2022-10-21,"France","H5N1","Wild birds",2
2022-10-21,"Belgium","H5N1","Captive birds",1
2022-10-21,"Bulgaria","H5","Captive birds",1
2022-10-22,"The Netherlands","H5N1","Farm",1
2022-10-22,"Italy","H5N1","Farm",1
2022-10-23,"Belgium","H5N1","Farm",1
2022-10-24,"Germany","H5N1","Farm",1
2022-10-24,"France","H5N1","Captive birds",1
2022-10-24,"France","H5N1","Farm",1
2022-10-25,"The Netherlands","H5N1","Wild birds",5
2022-10-25,"Spain","H5N1","Wild birds",1
2022-10-25,"Italy","H5N1","Wild birds",1
2022-10-25,"Germany","H5N1","Farm",4
2022-10-25,"France","H5N1","Captive birds",1
2022-10-25,"France","H5N1","Farm",1
2022-10-25,"France","H5N1","Wild birds",1
2022-10-25,"Belgium","H5N1","Wild birds",1
2022-10-26,"Italy","H5N1","Wild birds",1
2022-10-26,"Ireland","H5N1","Wild birds",1
2022-10-26,"Germany","H5N1","Farm",1
2022-10-26,"France","H5N1","Captive birds",2
2022-10-26,"France","H5N1","Farm",1
2022-10-26,"Denmark","H5N1","Wild birds",2
2022-10-27,"The Netherlands","H5N1","Farm",1
2022-10-27,"Sweden","H5N1","Wild birds",2
2022-10-27,"Northern Ireland","H5N1","Wild birds",1
2022-10-27,"Italy","H5N1","Farm",2
2022-10-27,"Germany","H5N1","Captive birds",1
2022-10-27,"France","H5N1","Captive birds",1
2022-10-27,"France","H5N1","Farm",2
2022-10-27,"Belgium","H5N1","Captive birds",1
2022-10-27,"Belgium","H5N1","Wild birds",2
2022-10-28,"The Netherlands","H5N1","Wild birds",1
2022-10-28,"Spain","H5N1","Wild birds",2
2022-10-28,"Northern Ireland","H5N1","Wild birds",1
2022-10-28,"Germany","H5N1","Captive birds",1
2022-10-28,"Germany","H5N1","Wild birds",5
2022-10-28,"France","H5N1","Farm",1
2022-10-28,"France","H5N1","Wild birds",4
2022-10-28,"Denmark","H5N1","Captive birds",1
2022-10-28,"Croatia","H5N1","Wild birds",1
2022-10-28,"Belgium","H5N1","Farm",1
2022-10-29,"Germany","H5N1","Farm",2
2022-10-29,"Germany","H5N1","Wild birds",8
2022-10-30,"The Netherlands","H5N1","Farm",1
2022-10-30,"Italy","H5N1","Wild birds",1
2022-10-30,"Germany","H5N1","Farm",1
2022-10-31,"The Netherlands","H5N1","Farm",1
2022-10-31,"The Netherlands","H5N1","Wild birds",8
2022-10-31,"Italy","H5N1","Backyard",1
2022-10-31,"Germany","H5N1","Farm",1
2022-10-31,"France","H5N1","Farm",4
2022-10-31,"France","H5N1","Wild birds",1
2022-11-01,"Iceland","H5N1","Wild birds",7
2022-11-01,"Germany","H5N1","Wild birds",4
2022-11-02,"The Netherlands","H5N1","Wild birds",8
2022-11-02,"Italy","H5N1","Farm",1
2022-11-02,"Germany","H5N1","Backyard",1
2022-11-02,"France","H5N1","Captive birds",1
2022-11-02,"France","H5N1","Farm",1
2022-11-03,"Italy","H5N1","Farm",1
2022-11-03,"Germany","H5N1","Farm",2
2022-11-03,"France","H5N1","Wild birds",3
2022-11-04,"The Netherlands","H5N1","Wild birds",6
2022-11-04,"Norway","H5N1","Wild birds",1
2022-11-04,"Italy","H5N1","Backyard",3
2022-11-04,"Italy","H5N1","Farm",2
2022-11-04,"Italy","H5N1","Wild birds",1
2022-11-04,"Hungary","H5N1","Farm",2
2022-11-04,"Germany","H5N1","Captive birds",3
2022-11-04,"Germany","H5N1","Farm",1
2022-11-04,"Germany","H5N1","Wild birds",1
2022-11-04,"France","H5N1","Captive birds",1
2022-11-04,"Denmark","H5N1","Wild birds",1
2022-11-05,"Serbia","H5N1","Wild birds",1
2022-11-05,"North Macedonia","H5N1","Captive birds",1
2022-11-05,"Hungary","H5N1","Farm",1
2022-11-05,"Germany","H5N1","Captive birds",1
2022-11-05,"Belgium","H5N1","Captive birds",1
2022-11-06,"Hungary","H5N1","Farm",3
2022-11-07,"The Netherlands","H5N1","Wild birds",3
2022-11-07,"Spain","H5N1","Wild birds",1
2022-11-07,"Italy","H5N1","Backyard",1
2022-11-07,"Italy","H5N1","Farm",1
2022-11-07,"Italy","H5N1","Wild birds",3
2022-11-07,"Hungary","H5N1","Farm",1
2022-11-07,"Germany","H5N1","Captive birds",1
2022-11-07,"Germany","H5N1","Farm",1
2022-11-07,"France","H5N1","Captive birds",2
2022-11-07,"France","H5N1","Farm",3
2022-11-07,"Belgium","H5N1","Wild birds",7
2022-11-08,"Ireland","H5N1","Wild birds",1
2022-11-08,"France","H5N1","Farm",2
2022-11-08,"France","H5N1","Wild birds",1
2022-11-08,"Denmark","H5N1","Wild birds",1
2022-11-09,"The Netherlands","H5N1","Captive birds",1
2022-11-09,"The Netherlands","H5N1","Farm",1
2022-11-09,"Serbia","H5N1","Wild birds",1
2022-11-09,"Italy","H5N1","Captive birds",1
2022-11-09,"Italy","H5N1","Farm",1
2022-11-09,"Hungary","H5N1","Farm",1
2022-11-09,"Germany","H5N1","Farm",1
2022-11-09,"Germany","H5N1","Wild birds",3
2022-11-09,"France","H5N1","Farm",1
2022-11-09,"France","H5N1","Wild birds",1
2022-11-09,"Denmark","H5N1","Farm",1
2022-11-09,"Austria","H5N1","Captive birds",1
2022-11-10,"The Netherlands","H5N1","Captive birds",1
2022-11-10,"Spain","H5N1","Wild birds",2
2022-11-10,"Italy","H5N1","Farm",1
2022-11-10,"Italy","H5N1","Wild birds",2
2022-11-10,"Hungary","H5N1","Farm",1
2022-11-10,"Germany","H5N1","Wild birds",14
2022-11-10,"France","H5N1","Captive birds",2
2022-11-10,"France","H5N1","Wild birds",2
2022-11-10,"Denmark","H5N1","Wild birds",1
2022-11-10,"Belgium","H5N1","Farm",1
2022-11-10,"Germany","H5","Wild birds",1
2022-11-11,"Sweden","H5N1","Wild birds",1
2022-11-11,"Spain","H5N1","Wild birds",1
2022-11-11,"Norway","H5N1","Farm",1
2022-11-11,"Italy","H5N1","Backyard",1
2022-11-11,"Italy","H5N1","Farm",1
2022-11-11,"Italy","H5N1","Wild birds",2
2022-11-11,"Hungary","H5N1","Farm",1
2022-11-11,"Germany","H5N1","Wild birds",8
2022-11-11,"France","H5N1","Wild birds",1
2022-11-12,"Moldova","H5N1","Backyard",1
2022-11-12,"Italy","H5N1","Backyard",1
2022-11-12,"Italy","H5N1","Wild birds",1
2022-11-12,"Hungary","H5N1","Farm",2
2022-11-12,"Germany","H5N1","Farm",2
2022-11-12,"France","H5N1","Farm",2
2022-11-13,"Italy","H5N1","Farm",1
2022-11-13,"Ireland","H5N1","Farm",1
2022-11-14,"The Netherlands","H5N1","Wild birds",14
2022-11-14,"Hungary","H5N1","Farm",1
2022-11-14,"Germany","H5N1","Wild birds",4
2022-11-14,"France","H5N1","Farm",2
2022-11-14,"France","H5N1","Wild birds",4
2022-11-14,"Belgium","H5N1","Wild birds",1
2022-11-15,"Italy","H5N1","Farm",1
2022-11-15,"Hungary","H5N1","Farm",2
2022-11-15,"Germany","H5N1","Captive birds",1
2022-11-15,"Germany","H5N1","Wild birds",1
2022-11-15,"France","H5N1","Farm",2
2022-11-16,"The Netherlands","H5N1","Captive birds",1
2022-11-16,"Romania","H5N1","Wild birds",1
2022-11-16,"Italy","H5N1","Wild birds",1
2022-11-16,"Ireland","H5N1","Wild birds",1
2022-11-16,"Hungary","H5N1","Farm",1
2022-11-16,"Germany","H5N1","Farm",1
2022-11-16,"Germany","H5N1","Wild birds",3
2022-11-16,"France","H5N1","Farm",5
2022-11-16,"France","H5N1","Wild birds",3
2022-11-16,"Croatia","H5N1","Backyard",1
2022-11-17,"Romania","H5N1","Wild birds",1
2022-11-17,"Norway","H5N1","Wild birds",3
2022-11-17,"Northern Ireland","H5N1","Wild birds",1
2022-11-17,"Italy","H5N1","Backyard",1
2022-11-17,"Italy","H5N1","Wild birds",1
2022-11-17,"Hungary","H5N1","Farm",3
2022-11-17,"Germany","H5N1","Wild birds",1
2022-11-17,"France","H5N1","Farm",2
2022-11-17,"France","H5N1","Wild birds",2
2022-11-18,"The Netherlands","H5N1","Wild birds",1
2022-11-18,"Switzerland","H5N1","Captive birds",1
2022-11-18,"Switzerland","H5N1","Wild birds",1
2022-11-18,"Slovenia","H5N1","Wild birds",1
2022-11-18,"Italy","H5N1","Wild birds",2
2022-11-18,"Hungary","H5N1","Farm",2
2022-11-18,"Germany","H5N1","Captive birds",1
2022-11-18,"Germany","H5N1","Wild birds",8
2022-11-18,"France","H5N1","Farm",1
2022-11-18,"France","H5N1","Wild birds",1
2022-11-18,"Belgium","H5N1","Wild birds",6
2022-11-18,"Belgium","H5","Wild birds",1
2022-11-19,"The Netherlands","H5N1","Farm",1
2022-11-19,"Ireland","H5N1","Farm",1
2022-11-20,"Hungary","H5N1","Farm",5
2022-11-20,"France","H5N1","Farm",3
2022-11-21,"The Netherlands","H5N1","Farm",2
2022-11-21,"Portugal","H5N1","Wild birds",1
2022-11-21,"Hungary","H5N1","Farm",5
2022-11-22,"Spain","H5N1","Wild birds",1
2022-11-22,"Romania","H5N1","Wild birds",2
2022-11-22,"Italy","H5N1","Wild birds",1
2022-11-22,"Hungary","H5N1","Farm",1
2022-11-22,"France","H5N1","Captive birds",3
2022-11-22,"France","H5N1","Farm",2
2022-11-22,"France","H5N1","Wild birds",1
2022-11-22,"Belgium","H5N1","Captive birds",1
2022-11-23,"The Netherlands","H5N1","Wild birds",2
2022-11-23,"Slovenia","H5N1","Wild birds",1
2022-11-23,"Italy","H5N1","Wild birds",2
2022-11-23,"Hungary","H5N1","Farm",4
2022-11-23,"Germany","H5N1","Wild birds",2
2022-11-23,"France","H5N1","Farm",1
2022-11-23,"Denmark","H5N1","Wild birds",2
2022-11-23,"Croatia","H5N1","Wild birds",1
2022-11-24,"Hungary","H5N1","Farm",8
2022-11-24,"Germany","H5N1","Wild birds",2
2022-11-24,"France","H5N1","Farm",1
2022-11-24,"France","H5N1","Wild birds",2
2022-11-24,"Belgium","H5N1","Wild birds",10
2022-11-25,"The Netherlands","H5N1","Wild birds",11
2022-11-25,"Serbia","H5N1","Wild birds",1
2022-11-25,"Norway","H5N1","Wild birds",1
2022-11-25,"Italy","H5N1","Backyard",1
2022-11-25,"Italy","H5N1","Farm",1
2022-11-25,"Italy","H5N1","Wild birds",1
2022-11-25,"Ireland","H5N1","Wild birds",1
2022-11-25,"Hungary","H5N1","Farm",7
2022-11-25,"Germany","H5N1","Captive birds",2
2022-11-25,"Germany","H5N1","Farm",1
2022-11-25,"Germany","H5N1","Wild birds",1
2022-11-25,"France","H5N1","Captive birds",3
2022-11-25,"France","H5N1","Farm",1
2022-11-25,"Belgium","H5N1","Captive birds",1
2022-11-26,"Italy","H5N1","Wild birds",3
2022-11-26,"Hungary","H5N1","Farm",1
2022-11-26,"Germany","H5N1","Captive birds",2
2022-11-26,"France","H5N1","Farm",1
2022-11-27,"Germany","H5N1","Captive birds",9
2022-11-27,"France","H5N1","Captive birds",2
2022-11-27,"France","H5N1","Farm",3
2022-11-28,"The Netherlands","H5N1","Wild birds",4
2022-11-28,"Switzerland","H5N1","Wild birds",1
2022-11-28,"Spain","H5N1","Wild birds",3
2022-11-28,"Romania","H5N1","Wild birds",3
2022-11-28,"Italy","H5N1","Wild birds",1
2022-11-28,"Hungary","H5N1","Farm",5
2022-11-28,"Germany","H5N1","Captive birds",9
2022-11-28,"France","H5N1","Farm",4
2022-11-28,"Denmark","H5N1","Wild birds",3
2022-11-29,"Hungary","H5N1","Farm",5
2022-11-29,"Germany","H5N1","Captive birds",3
2022-11-29,"Germany","H5N1","Farm",1
2022-11-29,"France","H5N1","Farm",1
2022-11-29,"France","H5N1","Wild birds",2
2022-11-30,"The Netherlands","H5N1","Wild birds",6
2022-11-30,"Sweden","H5N1","Wild birds",1
2022-11-30,"Hungary","H5N1","Farm",4
2022-11-30,"Germany","H5N1","Captive birds",7
2022-11-30,"Germany","H5N1","Farm",2
2022-11-30,"France","H5N1","Captive birds",1
2022-11-30,"France","H5N1","Farm",9
2022-11-30,"Denmark","H5N1","Wild birds",1
2022-11-30,"Belgium","H5N1","Wild birds",1
2022-12-01,"Spain","H5N1","Wild birds",1
2022-12-01,"Poland","H5N1","Wild birds",1
2022-12-01,"Italy","H5N1","Farm",1
2022-12-01,"Hungary","H5N1","Farm",2
2022-12-01,"Germany","H5N1","Captive birds",6
2022-12-01,"Germany","H5N1","Wild birds",1
2022-12-01,"France","H5N1","Farm",7
2022-12-01,"Denmark","H5N1","Wild birds",5
2022-12-02,"Poland","H5N1","Wild birds",1
2022-12-02,"Italy","H5N1","Wild birds",1
2022-12-02,"Hungary","H5N1","Farm",1
2022-12-02,"Germany","H5N1","Captive birds",12
2022-12-02,"France","H5N1","Captive birds",1
2022-12-02,"France","H5N1","Farm",6
2022-12-02,"Czech Republic","H5N1","Farm",1
2022-12-02,"Cyprus","H5N1","Captive birds",1
2022-12-02,"Cyprus","H5N1","Farm",1
2022-12-02,"Cyprus","H5N1","Wild birds",1
2022-12-03,"Hungary","H5N1","Farm",3
2022-12-03,"Germany","H5N1","Captive birds",1
2022-12-03,"Germany","H5N1","Farm",1
2022-12-03,"France","H5N1","Farm",7
2022-12-04,"Hungary","H5N1","Farm",4
2022-12-04,"Germany","H5N1","Captive birds",2
2022-12-04,"Germany","H5N1","Farm",1
2022-12-05,"The Netherlands","H5N1","Wild birds",1
2022-12-05,"Sweden","H5N1","Wild birds",1
2022-12-05,"Germany","H5N1","Captive birds",7
2022-12-05,"Germany","H5N1","Wild birds",2
2022-12-05,"France","H5N1","Farm",11
2022-12-06,"Poland","H5N1","Wild birds",1
2022-12-06,"Northern Ireland","H5N1","Wild birds",1
2022-12-06,"Hungary","H5N1","Farm",3
2022-12-06,"Germany","H5N1","Farm",1
2022-12-06,"Germany","H5N1","Wild birds",2
2022-12-06,"France","H5N1","Farm",3
2022-12-06,"France","H5N1","Wild birds",2
2022-12-06,"Belgium","H5N1","Wild birds",4
2022-12-07,"The Netherlands","H5N1","Wild birds",4
2022-12-07,"Sweden","H5N1","Wild birds",2
2022-12-07,"Poland","H5N1","Captive birds",1
2022-12-07,"Poland","H5N1","Farm",1
2022-12-07,"Northern Ireland","H5N1","Wild birds",1
2022-12-07,"Italy","H5N1","Farm",1
2022-12-07,"Italy","H5N1","Wild birds",2
2022-12-07,"Hungary","H5N1","Farm",4
2022-12-07,"Germany","H5N1","Captive birds",8
2022-12-07,"France","H5N1","Farm",23
2022-12-07,"France","H5N1","Wild birds",2
2022-12-07,"France","H5","Farm",2
2022-12-08,"Switzerland","H5N1","Wild birds",1
2022-12-08,"Romania","H5N1","Wild birds",2
2022-12-08,"Hungary","H5N1","Farm",1
2022-12-08,"Germany","H5N1","Captive birds",4
2022-12-08,"Germany","H5N1","Wild birds",4
2022-12-08,"France","H5N1","Farm",6
2022-12-08,"Denmark","H5N1","Wild birds",1
2022-12-09,"Hungary","H5N1","Farm",1
2022-12-09,"Germany","H5N1","Captive birds",11
2022-12-09,"Germany","H5N1","Wild birds",2
2022-12-09,"France","H5N1","Farm",6
2022-12-10,"Germany","H5N1","Farm",1
2022-12-11,"Hungary","H5N1","Farm",1
2022-12-11,"Germany","H5N1","Captive birds",2
2022-12-12,"The Netherlands","H5N1","Wild birds",3
2022-12-12,"Hungary","H5N1","Farm",1
2022-12-12,"Germany","H5N1","Captive birds",1
2022-12-12,"Germany","H5N1","Wild birds",1
2022-12-12,"France","H5N1","Farm",20
2022-12-12,"France","H5N1","Wild birds",1
2022-12-12,"Czech Republic","H5N1","Farm",5
2022-12-13,"Poland","H5N1","Wild birds",2
2022-12-13,"Ireland","H5N1","Wild birds",1
2022-12-13,"Germany","H5N1","Captive birds",2
2022-12-13,"France","H5N1","Farm",7
2022-12-13,"France","H5N1","Wild birds",3
2022-12-13,"Denmark","H5N1","Wild birds",1
2022-12-13,"Belgium","H5N1","Backyard",1
2022-12-13,"Belgium","H5N1","Captive birds",1
2022-12-13,"Belgium","H5N1","Wild birds",3
2022-12-14,"Poland","H5N1","Backyard",2
2022-12-14,"Poland","H5N1","Wild birds",1
2022-12-14,"Luxembourg","H5N1","Wild birds",1
2022-12-14,"Italy","H5N1","Wild birds",4
2022-12-14,"France","H5N1","Farm",11
2022-12-14,"France","H5N1","Wild birds",1
2022-12-15,"Switzerland","H5N1","Wild birds",1
2022-12-15,"Poland","H5N1","Farm",1
2022-12-15,"France","H5N1","Captive birds",1
2022-12-15,"France","H5N1","Farm",3
2022-12-15,"France","H5N1","Wild birds",1
2022-12-16,"Spain","H5N1","Wild birds",1
2022-12-16,"Poland","H5N1","Farm",3
2022-12-16,"Italy","H5N1","Wild birds",1
2022-12-16,"Germany","H5N1","Captive birds",2
2022-12-16,"Germany","H5N1","Farm",1
2022-12-16,"France","H5N1","Farm",7
2022-12-16,"Czech Republic","H5N1","Backyard",1
2022-12-16,"Spain","H5","Wild birds",1
2022-12-17,"Poland","H5N1","Farm",1
2022-12-18,"Poland","H5N1","Farm",1
2022-12-19,"Italy","H5N1","Wild birds",1
2022-12-19,"Hungary","H5N1","Farm",1
2022-12-19,"France","H5N1","Captive birds",1
2022-12-19,"France","H5N1","Farm",14
2022-12-19,"France","H5N1","Wild birds",1
2022-12-20,"Spain","H5N1","Farm",1
2022-12-20,"Poland","H5N1","Farm",3
2022-12-20,"Hungary","H5N1","Wild birds",1
2022-12-20,"Germany","H5N1","Captive birds",1
2022-12-20,"Germany","H5N1","Farm",2
2022-12-20,"France","H5N1","Captive birds",1
2022-12-20,"Belgium","H5N1","Captive birds",1
2022-12-21,"The Netherlands","H5N1","Wild birds",2
2022-12-21,"Poland","H5N1","Farm",1
2022-12-21,"Poland","H5N1","Wild birds",1
2022-12-21,"Germany","H5N1","Captive birds",1
2022-12-21,"Germany","H5N1","Wild birds",2
2022-12-21,"France","H5N1","Farm",6
2022-12-21,"France","H5N1","Wild birds",2
2022-12-21,"The Netherlands","H5","Captive birds",1
2022-12-22,"United Kingdom","H5N1","Wild birds",1
2022-12-22,"Poland","H5N1","Farm",1
2022-12-22,"Italy","H5N1","Wild birds",2
2022-12-22,"France","H5N1","Farm",3
2022-12-22,"France","H5N1","Wild birds",1
2022-12-22,"Denmark","H5N1","Farm",1
2022-12-22,NA,"H5N1","Wild birds",1
2022-12-23,"The Netherlands","H5N2","Wild birds",1
2022-12-23,"The Netherlands","H5N1","Wild birds",1
2022-12-23,"Spain","H5N1","Wild birds",1
2022-12-23,"Poland","H5N1","Farm",4
2022-12-23,"Italy","H5N1","Farm",1
2022-12-23,"Germany","H5N1","Farm",1
2022-12-23,"Germany","H5N1","Wild birds",2
2022-12-23,"France","H5N1","Captive birds",1
2022-12-23,"France","H5N1","Wild birds",1
2022-12-23,"Denmark","H5N1","Wild birds",1
2022-12-23,"Belgium","H5N1","Captive birds",1
2022-12-23,"Norway","H5","Wild birds",1
2022-12-24,"Poland","H5N1","Farm",2
2022-12-24,"Italy","H5N1","Wild birds",1
2022-12-24,"France","H5N1","Wild birds",1
2022-12-25,"Poland","H5N1","Farm",1
2022-12-25,"Belgium","H5N1","Farm",1
2022-12-26,"Hungary","H5N1","Farm",1
2022-12-26,"France","H5N1","Farm",4
2022-12-27,"Poland","H5N1","Farm",2
2022-12-27,"Germany","H5N1","Wild birds",1
2022-12-27,"France","H5N1","Farm",7
2022-12-27,"France","H5N1","Wild birds",1
2022-12-28,"Sweden","H5N1","Wild birds",1
2022-12-28,"Slovenia","H5N1","Wild birds",1
2022-12-28,"Poland","H5N1","Farm",3
2022-12-28,"Poland","H5N1","Wild birds",1
2022-12-28,"France","H5N1","Captive birds",1
2022-12-28,"France","H5N1","Farm",1
2022-12-29,"Spain","H5N1","Wild birds",4
2022-12-29,"Poland","H5N1","Backyard",1
2022-12-29,"Poland","H5N1","Farm",1
2022-12-29,"Poland","H5N1","Wild birds",2
2022-12-29,"Germany","H5N1","Wild birds",1
2022-12-29,"France","H5N1","Farm",3
2022-12-29,"France","H5N1","Wild birds",1
2022-12-29,"Czech Republic","H5N1","Backyard",1
2022-12-29,"Belgium","H5N1","Farm",1
2022-12-30,"The Netherlands","H5N1","Wild birds",2
2022-12-30,"Slovenia","H5N1","Wild birds",1
2022-12-30,"Poland","H5N1","Farm",4
2022-12-30,"Poland","H5N1","Wild birds",2
2022-12-30,"Italy","H5N1","Wild birds",1
2022-12-30,"Ireland","H5N1","Wild birds",1
2022-12-30,"Germany","H5N1","Farm",1
2022-12-30,"France","H5N1","Captive birds",1
2022-12-30,"France","H5N1","Farm",4
2022-12-30,"Denmark","H5N1","Wild birds",4
2022-12-30,"Belgium","H5N1","Wild birds",5
