"Confirmed date","Country","HPAI strain","WOAH Classification","Cases"
2022-04-08,"Denmark","H5N1","Wild birds",1
2022-04-08,"Bulgaria","H5N1","Captive birds",1
2022-04-08,"Belgium","H5N1","Wild birds",1
2022-04-08,"Bulgaria","H5","Backyard",1
2022-04-09,"France","H5N1","Captive birds",2
2022-04-09,"France","H5N1","Farm",10
2022-04-09,"The Netherlands","H5N1","Wild birds",2
2022-04-11,"The Netherlands","H5N1","Captive birds",1
2022-04-11,"The Netherlands","H5N1","Wild birds",12
2022-04-11,"Germany","H5N1","Wild birds",2
2022-04-11,"France","H5N1","Captive birds",1
2022-04-11,"France","H5N1","Farm",5
2022-04-11,"Finland","H5N1","Wild birds",1
2022-04-12,"The Netherlands","H5N1","Farm",1
2022-04-12,"France","H5N1","Farm",7
2022-04-13,"The Netherlands","H5N1","Captive birds",1
2022-04-13,"Spain","H5N1","Wild birds",1
2022-04-13,"France","H5N1","Farm",16
2022-04-13,"Belgium","H5N1","Wild birds",1
2022-04-14,"The Netherlands","H5N1","Wild birds",1
2022-04-14,"Hungary","H5N1","Farm",1
2022-04-14,"Germany","H5N1","Farm",1
2022-04-14,"Germany","H5N1","Wild birds",21
2022-04-14,"France","H5N1","Farm",8
2022-04-14,"Bulgaria","H5N1","Farm",1
2022-04-15,"The Netherlands","H5N1","Farm",1
2022-04-15,"France","H5N1","Captive birds",2
2022-04-15,"France","H5N1","Farm",4
2022-04-16,"Hungary","H5N1","Farm",2
2022-04-16,"France","H5N1","Captive birds",1
2022-04-16,"France","H5N1","Farm",12
2022-04-18,"Hungary","H5N1","Farm",2
2022-04-19,"The Netherlands","H5N1","Farm",3
2022-04-19,"Hungary","H5N1","Farm",1
2022-04-19,"Germany","H5N1","Wild birds",2
2022-04-19,"France","H5N1","Captive birds",1
2022-04-19,"France","H5N1","Farm",12
2022-04-20,"The Netherlands","H5N1","Farm",1
2022-04-20,"Hungary","H5N1","Backyard",1
2022-04-20,"Hungary","H5N1","Farm",4
2022-04-20,"Greece","H5N1","Wild birds",2
2022-04-20,"Germany","H5N1","Wild birds",1
2022-04-20,"France","H5N1","Farm",9
2022-04-20,"Czech Republic","H5N1","Backyard",1
2022-04-21,"Sweden","H5N1","Wild birds",1
2022-04-21,"Poland","H5N1","Farm",1
2022-04-21,"Lithuania","H5N1","Wild birds",2
2022-04-21,"Hungary","H5N1","Farm",2
2022-04-21,"France","H5N1","Farm",8
2022-04-21,"Denmark","H5N1","Wild birds",2
2022-04-21,"Bulgaria","H5","Farm",1
2022-04-22,"The Netherlands","H5N1","Farm",1
2022-04-22,"The Netherlands","H5N1","Wild birds",4
2022-04-22,"Poland","H5N1","Farm",1
2022-04-22,"Hungary","H5N1","Farm",5
2022-04-22,"Germany","H5N1","Wild birds",6
2022-04-22,"France","H5N1","Farm",4
2022-04-22,"Denmark","H5N1","Wild birds",1
2022-04-22,"Belgium","H5N1","Wild birds",1
2022-04-23,"The Netherlands","H5N1","Farm",1
2022-04-23,"Hungary","H5N1","Backyard",1
2022-04-23,"Hungary","H5N1","Farm",3
2022-04-23,"France","H5N1","Farm",5
2022-04-24,"The Netherlands","H5N1","Farm",1
2022-04-24,"Hungary","H5N1","Farm",1
2022-04-25,"Hungary","H5N1","Farm",6
2022-04-25,"Germany","H5N1","Wild birds",1
2022-04-25,"France","H5N1","Farm",2
2022-04-26,"The Netherlands","H5N1","Wild birds",3
2022-04-26,"Spain","H5N1","Wild birds",1
2022-04-26,"Hungary","H5N1","Farm",7
2022-04-26,"Germany","H5N1","Wild birds",2
2022-04-26,"France","H5N1","Farm",9
2022-04-26,"Finland","H5N1","Wild birds",1
2022-04-27,"Hungary","H5N1","Farm",9
2022-04-27,"France","H5N1","Farm",5
2022-04-27,"Bulgaria","H5","Farm",4
2022-04-28,"The Netherlands","H5N1","Farm",1
2022-04-28,"Poland","H5N1","Farm",1
2022-04-28,"Hungary","H5N1","Farm",9
2022-04-28,"Germany","H5N1","Wild birds",2
2022-04-28,"France","H5N1","Farm",4
2022-04-28,"Denmark","H5N1","Wild birds",2
2022-04-29,"Hungary","H5N1","Farm",10
2022-04-29,"Germany","H5N1","Wild birds",1
2022-04-29,"France","H5N1","Farm",4
2022-04-29,"Bulgaria","H5","Farm",2
2022-04-30,"Hungary","H5N1","Farm",3
2022-04-30,"France","H5N1","Farm",2
2022-05-01,"Hungary","H5N1","Farm",7
2022-05-02,"Norway","H5N5","Wild birds",2
2022-05-02,"The Netherlands","H5N1","Farm",1
2022-05-02,"Hungary","H5N1","Farm",2
2022-05-02,"Germany","H5N1","Wild birds",8
2022-05-02,"Germany","H5","Wild birds",1
2022-05-03,"Iceland","H5N1","Backyard",1
2022-05-03,"Hungary","H5N1","Farm",5
2022-05-03,"France","H5N1","Farm",3
2022-05-03,"Finland","H5N1","Wild birds",1
2022-05-03,"Bulgaria","H5","Farm",3
2022-05-04,"The Netherlands","H5N1","Wild birds",3
2022-05-04,"Iceland","H5N1","Wild birds",1
2022-05-04,"Hungary","H5N1","Farm",6
2022-05-04,"France","H5N1","Farm",7
2022-05-04,"Bulgaria","H5","Farm",2
2022-05-05,"Hungary","H5N1","Farm",1
2022-05-05,"Greece","H5N1","Wild birds",1
2022-05-05,"Germany","H5N1","Wild birds",3
2022-05-05,"Austria","H5N1","Wild birds",1
2022-05-06,"Sweden","H5N1","Wild birds",3
2022-05-06,"Hungary","H5N1","Farm",1
2022-05-06,"Germany","H5N1","Wild birds",12
2022-05-06,"France","H5N1","Farm",1
2022-05-07,"Hungary","H5N1","Farm",2
2022-05-08,"Hungary","H5N1","Farm",9
2022-05-09,"The Netherlands","H5N1","Wild birds",6
2022-05-09,"Hungary","H5N1","Farm",11
2022-05-09,"France","H5N1","Farm",1
2022-05-10,"Hungary","H5N1","Farm",2
2022-05-10,"France","H5N1","Captive birds",3
2022-05-11,"Spain","H5N1","Wild birds",1
2022-05-11,"Hungary","H5N1","Farm",9
2022-05-11,"Bulgaria","H5","Captive birds",1
2022-05-12,"Norway","H5N5","Wild birds",2
2022-05-12,"Norway","H5N1","Wild birds",1
2022-05-12,"Hungary","H5N1","Farm",4
2022-05-12,"Germany","H5N1","Wild birds",5
2022-05-12,"France","H5N1","Farm",1
2022-05-12,"France","H5N1","Wild birds",1
2022-05-13,"Hungary","H5N1","Farm",5
2022-05-13,"Moldova","H5","Backyard",1
2022-05-14,"Hungary","H5N1","Farm",6
2022-05-14,"Germany","H5N1","Backyard",1
2022-05-15,"Hungary","H5N1","Farm",6
2022-05-15,"France","H5N1","Wild birds",1
2022-05-16,"The Netherlands","H5N1","Wild birds",1
2022-05-16,"France","H5N1","Farm",1
2022-05-17,"Serbia","H5N1","Farm",1
2022-05-17,"Hungary","H5N1","Farm",2
2022-05-17,"France","H5N1","Farm",1
2022-05-17,"France","H5N1","Wild birds",1
2022-05-17,"France","H5","Captive birds",1
2022-05-18,"Kosovo","H5N8","Backyard",1
2022-05-18,"The Netherlands","H5N1","Wild birds",4
2022-05-18,"Norway","H5N1","Wild birds",2
2022-05-18,"Hungary","H5N1","Farm",2
2022-05-18,"Germany","H5N1","Wild birds",1
2022-05-18,"France","H5N1","Wild birds",2
2022-05-18,"Denmark","H5N1","Wild birds",2
2022-05-18,"Norway","H5","Wild birds",1
2022-05-19,"The Netherlands","H5N1","Captive birds",2
2022-05-19,"Hungary","H5N1","Backyard",1
2022-05-19,"Hungary","H5N1","Farm",1
2022-05-19,"France","H5N1","Wild birds",2
2022-05-20,"The Netherlands","H5N1","Wild birds",1
2022-05-20,"Iceland","H5N1","Wild birds",15
2022-05-20,"Hungary","H5N1","Farm",3
2022-05-20,"Germany","H5N1","Wild birds",12
2022-05-20,"Finland","H5N1","Wild birds",2
2022-05-21,"Hungary","H5N1","Farm",2
2022-05-23,"The Netherlands","H5N1","Wild birds",2
2022-05-23,"Hungary","H5N1","Farm",4
2022-05-23,"France","H5N1","Wild birds",2
2022-05-23,"France","H5","Wild birds",1
2022-05-24,"The Netherlands","H5N1","Wild birds",1
2022-05-24,"Slovakia","H5N1","Backyard",1
2022-05-24,"France","H5N1","Wild birds",1
2022-05-24,"Denmark","H5N1","Wild birds",1
2022-05-24,"France","H5","Captive birds",1
2022-05-25,"Norway","H5N5","Wild birds",2
2022-05-25,"The Netherlands","H5N1","Wild birds",7
2022-05-25,"Spain","H5N1","Wild birds",2
2022-05-25,"Hungary","H5N1","Farm",5
2022-05-25,"Germany","H5N1","Wild birds",11
2022-05-25,"France","H5N1","Wild birds",1
2022-05-25,"Denmark","H5N1","Wild birds",1
2022-05-26,"Hungary","H5N1","Farm",3
2022-05-26,"The Netherlands","H5N1","Wild birds",2
2022-05-26,"Iceland","H5N1","Wild birds",1
2022-05-26,"Hungary","H5N1","Farm",1
2022-05-26,"Finland","H5N1","Wild birds",1
2022-05-27,"Hungary","H5N1","Farm",1
2022-05-30,"The Netherlands","H5N1","Wild birds",6
2022-05-30,"Hungary","H5N1","Farm",1
2022-05-30,"France","H5","Wild birds",1
2022-05-31,"Spain","H5N1","Wild birds",2
2022-05-31,"Hungary","H5N1","Farm",3
2022-05-31,"Germany","H5N1","Wild birds",4
2022-05-31,"France","H5N1","Wild birds",2
2022-06-01,"Spain","H5N1","Wild birds",1
2022-06-01,"Hungary","H5N1","Farm",2
2022-06-01,"France","H5N1","Wild birds",1
2022-06-02,"Spain","H5N1","Captive birds",2
2022-06-02,"Spain","H5N1","Wild birds",1
2022-06-02,"Hungary","H5N1","Farm",1
2022-06-03,"The Netherlands","H5N1","Captive birds",1
2022-06-03,"The Netherlands","H5N1","Wild birds",6
2022-06-03,"Poland","H5N1","Wild birds",1
2022-06-03,"Hungary","H5N1","Wild birds",1
2022-06-03,"Germany","H5N1","Farm",1
2022-06-03,"Germany","H5N1","Wild birds",4
2022-06-03,"Finland","H5N1","Wild birds",1
2022-06-04,"The Netherlands","H5N1","Wild birds",2
2022-06-06,"The Netherlands","H5N1","Wild birds",5
2022-06-06,"Spain","H5N1","Captive birds",1
2022-06-06,"Spain","H5N1","Wild birds",1
2022-06-06,"France","H5N1","Farm",1
2022-06-07,"The Netherlands","H5N1","Farm",1
2022-06-08,"Norway","H5N5","Wild birds",2
2022-06-08,"Spain","H5N1","Wild birds",2
2022-06-08,"France","H5N1","Wild birds",4
2022-06-08,"Croatia","H5N1","Backyard",1
2022-06-09,"The Netherlands","H5N1","Farm",2
2022-06-09,"Northern Ireland","H5N1","Wild birds",1
2022-06-09,"Hungary","H5N1","Farm",1
2022-06-09,"Germany","H5N1","Wild birds",4
2022-06-09,"Belgium","H5N1","Wild birds",1
2022-06-09,"Germany","H5","Wild birds",1
2022-06-09,"Bulgaria","H5","Farm",1
2022-06-10,"France","H5N1","Wild birds",4
2022-06-10,"Belgium","H5N1","Wild birds",4
2022-06-11,"The Netherlands","H5N1","Wild birds",1
2022-06-13,"The Netherlands","H5N1","Wild birds",7
2022-06-13,"Sweden","H5N1","Wild birds",2
2022-06-13,"Germany","H5N1","Wild birds",5
2022-06-13,"France","H5N1","Wild birds",3
2022-06-14,"Norway","H5N5","Wild birds",3
2022-06-14,"Norway","H5N1","Wild birds",1
2022-06-14,"France","H5N1","Wild birds",4
2022-06-15,"The Netherlands","H5N1","Wild birds",10
2022-06-15,"Germany","H5N1","Wild birds",1
2022-06-15,"Belgium","H5N1","Wild birds",1
2022-06-16,"Norway","H5N1","Wild birds",1
2022-06-17,"The Netherlands","H5N1","Farm",2
2022-06-17,"The Netherlands","H5N1","Wild birds",11
2022-06-17,"Sweden","H5N1","Wild birds",2
2022-06-17,"Poland","H5N1","Wild birds",1
2022-06-17,"Norway","H5N1","Captive birds",1
2022-06-17,"Norway","H5N1","Wild birds",4
2022-06-17,"Germany","H5N1","Wild birds",5
2022-06-17,"France","H5N1","Wild birds",2
2022-06-17,"Finland","H5N1","Wild birds",1
2022-06-17,"Denmark","H5N1","Wild birds",1
2022-06-17,"Belgium","H5N1","Wild birds",1
2022-06-17,"Norway","H5","Wild birds",2
2022-06-19,"Denmark","H5N1","Wild birds",1
2022-06-20,"Spain","H5N1","Wild birds",3
2022-06-20,"Iceland","H5N1","Wild birds",1
2022-06-20,"Germany","H5N1","Wild birds",5
2022-06-20,"France","H5N1","Wild birds",5
2022-06-21,"The Netherlands","H5N1","Wild birds",10
2022-06-21,"Sweden","H5N1","Wild birds",2
2022-06-21,"France","H5N1","Wild birds",2
2022-06-21,"Denmark","H5N1","Wild birds",4
2022-06-22,"Norway","H5N5","Wild birds",3
2022-06-22,"Spain","H5N1","Wild birds",1
2022-06-22,"Portugal","H5N1","Wild birds",1
2022-06-22,"Norway","H5N1","Wild birds",4
2022-06-22,"Lithuania","H5N1","Wild birds",1
2022-06-22,"France","H5N1","Wild birds",1
2022-06-22,"Denmark","H5N1","Wild birds",2
2022-06-22,"Belgium","H5N1","Captive birds",1
2022-06-22,"Belgium","H5N1","Wild birds",2
2022-06-22,"Norway","H5","Wild birds",1
2022-06-23,"Northern Ireland","H5N1","Wild birds",1
2022-06-23,"Germany","H5N1","Wild birds",23
2022-06-23,"France","H5N1","Wild birds",1
2022-06-23,"Denmark","H5N1","Wild birds",2
2022-06-24,"Germany","H5N1","Wild birds",3
2022-06-24,"France","H5N1","Wild birds",1
2022-06-24,"Denmark","H5N1","Wild birds",1
2022-06-24,"Germany","H5","Wild birds",1
2022-06-26,"Norway","H5N5","Wild birds",2
2022-06-26,"Norway","H5N1","Wild birds",4
2022-06-26,"Norway","H5","Wild birds",6
2022-06-27,"Sweden","H5N1","Wild birds",1
2022-06-27,"Germany","H5N1","Wild birds",16
2022-06-28,"The Netherlands","H5N1","Wild birds",9
2022-06-28,"Lithuania","H5N1","Wild birds",1
2022-06-28,"Germany","H5N1","Wild birds",23
2022-06-28,"France","H5N1","Wild birds",2
2022-06-28,"Denmark","H5N1","Wild birds",5
2022-06-28,"Belgium","H5N1","Wild birds",5
2022-06-29,"Sweden","H5N1","Wild birds",5
2022-06-29,"Northern Ireland","H5N1","Wild birds",1
2022-06-29,"Lithuania","H5N1","Wild birds",3
2022-06-29,"Germany","H5N1","Wild birds",8
2022-06-29,"France","H5N1","Backyard",1
2022-06-29,"Finland","H5N1","Wild birds",1
2022-06-30,"Germany","H5N1","Wild birds",1
2022-07-01,"The Netherlands","H5N1","Wild birds",6
2022-07-01,"Iceland","H5N1","Wild birds",3
2022-07-01,"Germany","H5N1","Wild birds",12
2022-07-01,"Denmark","H5N1","Wild birds",2
2022-07-01,"Belgium","H5N1","Wild birds",6
2022-07-02,"Belgium","H5N1","Wild birds",1
2022-07-04,"The Netherlands","H5N1","Wild birds",3
2022-07-04,"Spain","H5N1","Captive birds",1
2022-07-04,"Norway","H5N1","Wild birds",5
2022-07-04,"Germany","H5N1","Wild birds",4
2022-07-04,"Denmark","H5N1","Wild birds",3
2022-07-04,"Norway","H5","Wild birds",4
2022-07-05,"The Netherlands","H5N1","Captive birds",1
2022-07-05,"The Netherlands","H5N1","Wild birds",1
2022-07-05,"Sweden","H5N1","Wild birds",4
2022-07-05,"France","H5N1","Wild birds",9
2022-07-05,"Denmark","H5N1","Wild birds",4
2022-07-06,"Germany","H5N1","Wild birds",9
2022-07-06,"Denmark","H5N1","Wild birds",3
2022-07-07,"Norway","H5N1","Wild birds",2
2022-07-07,"Northern Ireland","H5N1","Wild birds",1
2022-07-07,"Lithuania","H5N1","Wild birds",1
2022-07-07,"Ireland","H5N1","Wild birds",1
2022-07-07,"Germany","H5N1","Wild birds",1
2022-07-07,"France","H5N1","Wild birds",3
2022-07-07,"Finland","H5N1","Wild birds",1
2022-07-08,"The Netherlands","H5N1","Wild birds",4
2022-07-08,"Northern Ireland","H5N1","Wild birds",1
2022-07-08,"Germany","H5N1","Wild birds",2
2022-07-11,"Northern Ireland","H5N1","Wild birds",1
2022-07-11,"France","H5N1","Wild birds",4
2022-07-12,"Germany","H5N1","Wild birds",22
2022-07-12,"France","H5N1","Wild birds",1
2022-07-13,"The Netherlands","H5N1","Wild birds",4
2022-07-13,"France","H5N1","Wild birds",3
2022-07-14,"Germany","H5N1","Wild birds",13
2022-07-14,"Finland","H5N1","Wild birds",1
2022-07-15,"The Netherlands","H5N1","Wild birds",1
2022-07-15,"Northern Ireland","H5N1","Wild birds",1
2022-07-15,"Ireland","H5N1","Wild birds",1
2022-07-15,"Germany","H5N1","Farm",1
2022-07-15,"Germany","H5N1","Wild birds",4
2022-07-15,"Finland","H5N1","Wild birds",2
2022-07-15,"Belgium","H5N1","Wild birds",1
2022-07-18,"The Netherlands","H5N1","Wild birds",10
2022-07-18,"Sweden","H5N1","Wild birds",3
2022-07-18,"Poland","H5N1","Wild birds",1
2022-07-18,"Germany","H5N1","Wild birds",2
2022-07-18,"France","H5N1","Captive birds",1
2022-07-18,"France","H5N1","Wild birds",14
2022-07-18,"France","H5","Captive birds",1
2022-07-19,"Poland","H5N1","Farm",1
2022-07-19,"Norway","H5N1","Wild birds",2
2022-07-19,"France","H5N1","Wild birds",1
2022-07-19,"Belgium","H5N1","Wild birds",1
2022-07-19,"Norway","H5","Wild birds",2
2022-07-20,"Germany","H5N1","Farm",2
2022-07-20,"Germany","H5N1","Wild birds",8
2022-07-20,"France","H5N1","Wild birds",1
2022-07-21,"The Netherlands","H5N1","Wild birds",4
2022-07-21,"Sweden","H5N1","Wild birds",1
2022-07-21,"Poland","H5N1","Farm",1
2022-07-21,"Germany","H5N1","Wild birds",4
2022-07-21,"France","H5N1","Wild birds",2
2022-07-22,"Poland","H5N1","Farm",2
2022-07-22,"Northern Ireland","H5N1","Wild birds",3
2022-07-22,"France","H5N1","Wild birds",1
2022-07-25,"The Netherlands","H5N1","Wild birds",4
2022-07-25,"France","H5N1","Wild birds",6
2022-07-26,"The Netherlands","H5N1","Farm",1
2022-07-26,"Sweden","H5N1","Wild birds",5
2022-07-26,"Germany","H5N1","Farm",1
2022-07-26,"Germany","H5N1","Wild birds",13
2022-07-26,"Belgium","H5N1","Wild birds",1
2022-07-27,"The Netherlands","H5N1","Farm",1
2022-07-27,"Germany","H5N1","Farm",1
2022-07-27,"Germany","H5N1","Wild birds",1
2022-07-28,"France","H5N1","Wild birds",2
2022-07-29,"The Netherlands","H5N1","Wild birds",1
2022-07-29,"Spain","H5N1","Wild birds",1
2022-07-29,"Portugal","H5N1","Wild birds",1
2022-07-29,"Norway","H5N1","Wild birds",1
2022-07-29,"Northern Ireland","H5N1","Wild birds",2
2022-07-29,"Germany","H5N1","Wild birds",1
2022-07-29,"France","H5N1","Farm",1
2022-07-29,"France","H5N1","Wild birds",6
2022-07-29,"Finland","H5N1","Wild birds",2
2022-07-30,"France","H5N1","Farm",1
2022-07-31,"The Netherlands","H5N1","Farm",1
2022-07-31,"The Netherlands","H5N1","Wild birds",1
2022-08-01,"The Netherlands","H5N1","Farm",1
2022-08-02,"Sweden","H5N1","Wild birds",8
2022-08-02,"Moldova","H5N1","Backyard",1
2022-08-02,"France","H5N1","Wild birds",1
2022-08-03,"France","H5N1","Wild birds",5
2022-08-03,"Belgium","H5N1","Wild birds",5
2022-08-04,"France","H5N1","Wild birds",1
2022-08-04,"Belgium","H5N1","Wild birds",1
2022-08-05,"The Netherlands","H5N1","Wild birds",8
2022-08-05,"Germany","H5N1","Farm",1
2022-08-05,"Germany","H5N1","Wild birds",13
2022-08-05,"France","H5N1","Wild birds",5
2022-08-06,"Germany","H5N1","Wild birds",1
2022-08-06,"Belgium","H5N1","Captive birds",1
2022-08-07,"Denmark","H5N1","Wild birds",1
2022-08-08,"The Netherlands","H5N1","Wild birds",8
2022-08-08,"Sweden","H5N1","Wild birds",4
2022-08-08,"Spain","H5N1","Farm",1
2022-08-08,"Spain","H5N1","Wild birds",1
2022-08-09,"Moldova","H5N1","Backyard",1
2022-08-09,"France","H5N1","Wild birds",4
2022-08-10,"The Netherlands","H5N1","Captive birds",2
2022-08-10,"Spain","H5N1","Wild birds",1
2022-08-10,"Ireland","H5N1","Wild birds",3
2022-08-10,"Germany","H5N1","Wild birds",1
2022-08-11,"Portugal","H5N1","Captive birds",1
2022-08-11,"Norway","H5N1","Wild birds",1
2022-08-11,"Germany","H5N1","Farm",2
2022-08-12,"Ireland","H5N1","Wild birds",1
2022-08-12,"France","H5N1","Wild birds",2
2022-08-14,"The Netherlands","H5N1","Farm",1
2022-08-16,"Spain","H5N1","Wild birds",1
2022-08-16,"France","H5N1","Wild birds",8
2022-08-16,"Belgium","H5N1","Wild birds",1
2022-08-17,"The Netherlands","H5N1","Captive birds",3
2022-08-17,"The Netherlands","H5N1","Farm",2
2022-08-17,"The Netherlands","H5N1","Wild birds",4
2022-08-17,"Spain","H5N1","Wild birds",1
2022-08-17,"Iceland","H5N1","Wild birds",2
2022-08-17,"Germany","H5N1","Farm",1
2022-08-17,"France","H5N1","Farm",1
2022-08-17,"France","H5N1","Wild birds",3
2022-08-18,"The Netherlands","H5N1","Farm",1
2022-08-18,"Norway","H5N1","Wild birds",3
2022-08-18,"Germany","H5N1","Wild birds",9
2022-08-18,"France","H5N1","Wild birds",3
2022-08-19,"The Netherlands","H5N1","Wild birds",4
2022-08-19,"Spain","H5N1","Farm",1
2022-08-19,"France","H5N1","Wild birds",7
2022-08-19,"Denmark","H5N1","Wild birds",1
2022-08-22,"The Netherlands","H5N1","Wild birds",4
2022-08-22,"Finland","H5N1","Wild birds",1
2022-08-22,"Belgium","H5N1","Wild birds",2
2022-08-23,"The Netherlands","H5N1","Captive birds",2
2022-08-23,"Spain","H5N1","Wild birds",1
2022-08-23,"Germany","H5N1","Farm",1
2022-08-23,"France","H5N1","Farm",1
2022-08-23,"France","H5N1","Wild birds",3
2022-08-24,"The Netherlands","H5N1","Wild birds",2
2022-08-24,"Germany","H5N1","Farm",1
2022-08-24,"Germany","H5N1","Wild birds",1
2022-08-24,"France","H5N1","Wild birds",2
2022-08-25,"The Netherlands","H5N1","Captive birds",1
2022-08-25,"The Netherlands","H5N1","Wild birds",2
2022-08-25,"Spain","H5N1","Wild birds",2
2022-08-25,"Norway","H5N1","Wild birds",1
2022-08-25,"Ireland","H5N1","Wild birds",3
2022-08-25,"France","H5N1","Captive birds",1
2022-08-25,"France","H5N1","Wild birds",5
2022-08-25,"Norway","H5","Wild birds",1
2022-08-26,"The Netherlands","H5N1","Wild birds",1
2022-08-26,"Portugal","H5N1","Captive birds",1
2022-08-26,"Ireland","H5N1","Wild birds",1
2022-08-26,"France","H5N1","Farm",1
2022-08-26,"France","H5N1","Wild birds",12
2022-08-27,"The Netherlands","H5N1","Captive birds",1
2022-08-29,"France","H5N1","Captive birds",2
2022-08-29,"Portugal","H5N1","Farm",1
2022-08-30,"Germany","H5N1","Farm",1
2022-08-30,"The Netherlands","H5N1","Wild birds",2
2022-08-30,"Spain","H5N1","Wild birds",2
2022-08-30,"Portugal","H5N1","Wild birds",1
2022-08-30,"Finland","H5N1","Wild birds",2
2022-08-31,"Spain","H5N1","Farm",1
2022-08-31,"France","H5N1","Farm",1
2022-08-31,"Spain","H5N1","Wild birds",1
2022-08-31,"Ireland","H5N1","Wild birds",3
2022-08-31,"France","H5N1","Wild birds",5
2022-09-01,"The Netherlands","H5N1","Captive birds",1
2022-09-01,"The Netherlands","H5N1","Farm",2
2022-09-01,"Portugal","H5N1","Farm",1
2022-09-01,"Germany","H5N1","Farm",1
2022-09-01,"The Netherlands","H5N1","Wild birds",4
2022-09-01,"France","H5N1","Wild birds",4
2022-09-02,"The Netherlands","H5N1","Farm",1
2022-09-02,"France","H5N1","Farm",1
2022-09-02,"The Netherlands","H5N1","Wild birds",9
2022-09-02,"Spain","H5N1","Wild birds",5
2022-09-02,"Ireland","H5N1","Wild birds",2
2022-09-02,"France","H5N1","Wild birds",2
2022-09-02,"Denmark","H5N1","Wild birds",1
2022-09-03,"Germany","H5N1","Farm",1
2022-09-04,"The Netherlands","H5N1","Wild birds",1
2022-09-05,"The Netherlands","H5N1","Captive birds",1
2022-09-05,"The Netherlands","H5N1","Wild birds",14
2022-09-06,"The Netherlands","H5N1","Farm",1
2022-09-06,"Germany","H5N1","Farm",1
2022-09-06,"France","H5N1","Wild birds",3
2022-09-06,"Belgium","H5N1","Wild birds",6
2022-09-07,"France","H5N1","Captive birds",1
2022-09-07,"The Netherlands","H5N1","Wild birds",4
2022-09-07,"Spain","H5N1","Wild birds",1
2022-09-07,"France","H5N1","Wild birds",5
2022-09-08,"The Netherlands","H5N1","Captive birds",1
2022-09-08,"The Netherlands","H5N1","Farm",1
2022-09-08,"Germany","H5N1","Wild birds",1
2022-09-08,"France","H5N1","Wild birds",2
2022-09-09,"Germany","H5N1","Farm",1
2022-09-09,"France","H5N1","Farm",2
2022-09-09,"Spain","H5N1","Wild birds",1
2022-09-09,"Northern Ireland","H5N1","Wild birds",1
2022-09-09,"Ireland","H5N1","Wild birds",5
2022-09-09,"France","H5N1","Wild birds",6
2022-09-09,"Belgium","H5N1","Wild birds",1
2022-09-10,"Germany","H5N1","Farm",1
2022-09-12,"Spain","H5N1","Farm",1
2022-09-12,"The Netherlands","H5N1","Wild birds",1
2022-09-12,"Spain","H5N1","Wild birds",2
2022-09-12,"Ireland","H5N1","Wild birds",16
2022-09-12,"Denmark","H5N1","Wild birds",2
2022-09-13,"The Netherlands","H5N1","Captive birds",1
2022-09-13,"Germany","H5N1","Farm",1
2022-09-13,"France","H5N1","Farm",2
2022-09-13,"The Netherlands","H5N1","Wild birds",3
2022-09-13,"Northern Ireland","H5N1","Wild birds",2
2022-09-13,"Iceland","H5N1","Wild birds",1
2022-09-13,"France","H5N1","Wild birds",5
2022-09-14,"The Netherlands","H5N1","Captive birds",1
2022-09-14,"France","H5N1","Captive birds",2
2022-09-14,"Spain","H5N1","Wild birds",2
2022-09-14,"Portugal","H5N1","Wild birds",1
2022-09-14,"Ireland","H5N1","Wild birds",5
2022-09-14,"France","H5N1","Wild birds",1
2022-09-14,"Finland","H5N1","Wild birds",1
2022-09-14,"Belgium","H5N1","Wild birds",3
2022-09-14,"Spain","H5","Wild birds",1
2022-09-15,"The Netherlands","H5N1","Captive birds",1
2022-09-15,"Germany","H5N1","Farm",1
2022-09-15,"France","H5N1","Wild birds",8
2022-09-15,"Belgium","H5N1","Wild birds",2
2022-09-16,"The Netherlands","H5N1","Captive birds",3
2022-09-16,"France","H5N1","Captive birds",1
2022-09-16,"The Netherlands","H5N1","Farm",1
2022-09-16,"France","H5N1","Farm",1
2022-09-16,"Ireland","H5N1","Wild birds",1
2022-09-17,"The Netherlands","H5N1","Farm",1
2022-09-17,"Germany","H5N1","Farm",1
2022-09-17,"France","H5N1","Farm",1
2022-09-18,"Germany","H5N1","Captive birds",1
2022-09-18,"The Netherlands","H5N1","Farm",1
2022-09-19,"Norway","H5N1","Wild birds",1
2022-09-19,"Germany","H5N1","Wild birds",2
2022-09-19,"France","H5N1","Wild birds",4
2022-09-20,"Belgium","H5N1","Captive birds",1
2022-09-20,"Spain","H5N1","Farm",1
2022-09-20,"France","H5N1","Farm",2
2022-09-20,"Spain","H5N1","Wild birds",1
2022-09-20,"Denmark","H5N1","Wild birds",1
2022-09-20,"Belgium","H5N1","Wild birds",1
2022-09-21,"Belgium","H5N1","Captive birds",1
2022-09-21,"Poland","H5N1","Farm",1
2022-09-21,"Germany","H5N1","Farm",1
2022-09-21,"Belgium","H5N1","Farm",1
2022-09-21,"Portugal","H5N1","Wild birds",2
2022-09-21,"France","H5N1","Wild birds",2
2022-09-21,"Belgium","H5N1","Wild birds",4
2022-09-22,"The Netherlands","H5N1","Captive birds",1
2022-09-22,"France","H5N1","Captive birds",2
2022-09-22,"Italy","H5N1","Farm",1
2022-09-22,"France","H5N1","Farm",1
2022-09-22,"Ireland","H5N1","Wild birds",1
2022-09-22,"France","H5N1","Wild birds",1
