"Confirmed date","Country","State","County","HPAI strain","Species","WOAH Classification"
2022-05-20,"USA","North Dakota","Towner","EA H5N1","Bald eagle","Wild bird"
2022-05-20,"USA","North Dakota","Benson","EA H5N1","Red-tailed hawk","Wild bird"
2022-05-20,"USA","North Dakota","Stutsman","EA H5N1","Broad-winged hawk","Wild bird"
2022-05-20,"USA","Illinois","Cook","EA H5N1","Mallard","Wild bird"
2022-05-20,"USA","Alaska","Aleutians West","EA H5N1","Bald eagle","Wild bird"
2022-05-20,"USA","Alaska","Anchorage","EA H5N1","Canada goose","Wild bird"
2022-05-20,"USA","Alaska","Aleutians West","EA H5N1","Bald eagle","Wild bird"
2022-05-20,"USA","Alaska","Haines","EA H5N1","Bald eagle","Wild bird"
2022-05-20,"USA","Alaska","Sitka","EA H5N1","Bald eagle","Wild bird"
2022-05-20,"USA","New York","Orange","EA/AM H5N1","Bald eagle","Wild bird"
2022-05-20,"USA","New York","Suffolk","EA H5N1","Red-tailed hawk","Wild bird"
2022-05-20,"USA","New York","Rockland","EA H5N1","Bald eagle","Wild bird"
2022-05-20,"USA","New York","Chautauqua","EA/AM H5N1","Bald eagle","Wild bird"
2022-05-20,"USA","Utah","Salt Lake","EA H5N1","Owl (unidentified)","Wild bird"
2022-05-20,"USA","Utah","Carbon","EA H5N1","American white pelican","Wild bird"
2022-05-20,"USA","Utah","Carbon","EA/AM H5N1","American white pelican","Wild bird"
2022-05-20,"USA","South Carolina","Charleston","EA H5N1","Black vulture","Wild bird"
2022-05-20,"USA","South Carolina","Charleston","EA H5N1","Black vulture","Wild bird"
2022-05-20,"USA","South Carolina","Charleston","EA H5N1","Black vulture","Wild bird"
2022-05-20,"USA","Montana","Ravalli","EA/AM H5N1","Hawk (unidentified)","Wild bird"
2022-05-20,"USA","Montana","Ravalli","EA/AM H5N1","Canada goose","Wild bird"
2022-05-20,"USA","Montana","Gallatin","EA/AM H5N1","Common raven","Wild bird"
2022-05-20,"USA","Montana","Gallatin","EA/AM H5N1","Hawk (unidentified)","Wild bird"
2022-05-20,"USA","Minnesota","Washington","EA/AM H5N1","American crow","Captive wild bird"
2022-05-20,"USA","Minnesota","Washington","EA H5N1","Red-tailed hawk","Captive wild bird"
2022-05-20,"USA","Minnesota","Carver","EA H5N1","Great horned owl","Captive wild bird"
2022-05-20,"USA","Minnesota","Crow Wing","EA/AM H5N1","Bald eagle","Captive wild bird"
2022-05-20,"USA","Minnesota","Dakota","EA H5N1","Mallard","Captive wild bird"
2022-05-20,"USA","North Dakota","Steele","EA H5N1","Red-tailed hawk","Wild bird"
2022-05-23,"USA","Vermont","Orange","EA H5N1","Bald eagle","Wild bird"
2022-05-23,"USA","Indiana","Lake","EA H5N1","Double-crested cormorant","Wild bird"
2022-05-23,"USA","North Dakota","Stutsman","EA H5N1","American white pelican","Wild bird"
2022-05-23,"USA","North Dakota","Stark","EA H5N1","Turkey vulture","Wild bird"
2022-05-23,"USA","North Dakota","Stutsman","EA H5N1","American white pelican","Wild bird"
2022-05-23,"USA","North Dakota","Hettinger","EA H5N1","Canada goose","Wild bird"
2022-05-23,"USA","North Dakota","Hettinger","EA H5N1","Canada goose","Wild bird"
2022-05-23,"USA","North Dakota","Stutsman","EA H5N1","Snowy egret","Wild bird"
2022-05-23,"USA","North Dakota","Stutsman","EA H5N1","Double-crested cormorant","Wild bird"
2022-05-23,"USA","Colorado","Jefferson","EA H5N1","Canada goose","Wild bird"
2022-05-23,"USA","Wyoming","Sublette","EA H5N1","Red-tailed hawk","Wild bird"
2022-05-23,"USA","Wyoming","Sublette","EA H5N1","Red-tailed hawk","Wild bird"
2022-05-23,"USA","Wyoming","Sublette","EA/AM H5N1","Common loon","Wild bird"
2022-05-23,"USA","Florida","Orange","EA/AM H5N1","Black vulture","Wild bird"
2022-05-23,"USA","Florida","Orange","EA/AM H5N1","Black vulture","Wild bird"
2022-05-23,"USA","Oregon","Lane","EA H5N1","Canada goose","Wild bird"
2022-05-23,"USA","Oregon","Lane","EA H5N1","Canada goose","Wild bird"
2022-05-23,"USA","Washington","King","EA/AM H5N1","Canada goose","Wild bird"
2022-05-23,"USA","Washington","King","EA/AM H5N1","Canada goose","Wild bird"
2022-05-23,"USA","Washington","Snohomish","EA H5N1","Mallard","Wild bird"
2022-05-23,"USA","Washington","Snohomish","EA H5N1","Canada goose","Wild bird"
2022-05-23,"USA","Florida","Seminole","EA H5N1","Red-shouldered hawk","Captive wild bird"
2022-05-23,"USA","Minnesota","Sherburne","EA H5N1","Bald eagle","Captive wild bird"
2022-05-23,"USA","Minnesota","Sherburne","EA/AM H5N1","Bald eagle","Captive wild bird"
2022-05-24,"USA","New York","Monroe","EA/AM H5N1","Turkey vulture","Wild bird"
2022-05-24,"USA","Oregon","Lane","EA H5N1","Red-tailed hawk","Wild bird"
2022-05-24,"USA","Utah","Carbon","EA/AM H5N1","Canada goose","Wild bird"
2022-05-24,"USA","Utah","Cache","EA H5N1","Turkey vulture","Wild bird"
2022-05-24,"USA","Maryland","Anne Arundel","EA H5N1","Black vulture","Wild bird"
2022-05-24,"USA","Minnesota","Carver","EA H5N1","Red-tailed hawk","Captive wild bird"
2022-05-24,"USA","Wisconsin","Lincoln","H5N1","Bobcat","Mammals"
2022-05-24,"USA","Wisconsin","Lincoln","H5N1","Bobcat","Mammals"
2022-05-25,"USA","Wisconsin","Milwaukee","EA H5N1","Red-tailed hawk","Wild bird"
2022-05-25,"USA","Florida","Orange","EA/AM H5N1","Black vulture","Wild bird"
2022-05-25,"USA","Florida","Orange","EA/AM H5N1","Black vulture","Wild bird"
2022-05-25,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-25,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-25,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-25,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-25,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-25,"USA","Washington","Spokane","EA H5N1","Bald eagle","Wild bird"
2022-05-25,"USA","Washington","Spokane","EA H5N1","Common raven","Wild bird"
2022-05-25,"USA","Washington","Island","EA H5N1","Bald eagle","Wild bird"
2022-05-25,"USA","Washington","Benton","EA H5N1","American crow","Wild bird"
2022-05-25,"USA","Washington","Benton","EA H5N1","Canada goose","Wild bird"
2022-05-25,"USA","Washington","Benton","EA H5N1","Canada goose","Wild bird"
2022-05-25,"USA","Washington","Benton","EA H5N1","Mallard","Wild bird"
2022-05-25,"USA","Minnesota","Rice","EAH5","American kestrel","Captive wild bird"
2022-05-25,"USA","Minnesota","Washington","EA H5N1","Red-tailed hawk","Captive wild bird"
2022-05-25,"USA","Alaska","Aleutians West","H5N1","Red fox","Mammals"
2022-05-26,"USA","Wisconsin","Door","EA H5N1","American crow","Wild bird"
2022-05-26,"USA","Wisconsin","Bayfield","EA H5N1","Bald eagle","Wild bird"
2022-05-26,"USA","Wisconsin","Langlade","EA H5N1","Wood duck","Wild bird"
2022-05-26,"USA","Wisconsin","Sheboygan","EA H5N1","Turkey vulture","Wild bird"
2022-05-26,"USA","Wisconsin","Sheboygan","EA H5N1","Turkey vulture","Wild bird"
2022-05-26,"USA","Wisconsin","Calumet","EA H5N1","Wood duck","Wild bird"
2022-05-26,"USA","Minnesota","Kittson","EA H5N1","Bald eagle","Wild bird"
2022-05-26,"USA","Minnesota","Douglas","EA H5N1","Barred owl","Wild bird"
2022-05-26,"USA","Minnesota","Beltrami","EA H5N1","Common goldeneye","Wild bird"
2022-05-26,"USA","Minnesota","Beltrami","EA H5N1","Common raven","Wild bird"
2022-05-26,"USA","Minnesota","Beltrami","EA H5N1","Barred owl","Wild bird"
2022-05-26,"USA","Minnesota","Beltrami","EA H5N1","Great horned owl","Wild bird"
2022-05-26,"USA","Alaska","Fairbanks North Star","EA H5N1","Canada goose","Wild bird"
2022-05-26,"USA","Alaska","Anchorage","EA H5N1","Canada goose","Wild bird"
2022-05-26,"USA","Wyoming","Teton","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-05-26,"USA","Washington","King","EA/AM H5N1","Canada goose","Wild bird"
2022-05-26,"USA","Minnesota","Dakota","EA/AM H5N1","Great horned owl","Captive wild bird"
2022-05-26,"USA","Minnesota","Hennepin","EA/AM H5N1","Peregrine falcon","Captive wild bird"
2022-05-26,"USA","Minnesota","Hennepin","EA/AM H5N1","Red-tailed hawk","Captive wild bird"
2022-05-26,"USA","Minnesota","Olmsted","EA/AM H5N1","Red-tailed hawk","Captive wild bird"
2022-05-26,"USA","Minnesota","Hennepin","EA/AM H5N1","Red-tailed hawk","Captive wild bird"
2022-05-26,"USA","Minnesota","Hennepin","EA H5N1","Red-tailed hawk","Captive wild bird"
2022-05-27,"USA","Alaska","Juneau","EA H5N1","Northern harrier","Wild bird"
2022-05-27,"USA","Alaska","Kenai Peninsula","EA H5N1","Bald eagle","Wild bird"
2022-05-27,"USA","Alaska","Kenai Peninsula","EA H5N1","Bald eagle","Wild bird"
2022-05-27,"USA","Idaho","Fremont","EA H5N1","Swainson's hawk","Wild bird"
2022-05-27,"USA","Idaho","Madison","EA H5N1","Red-tailed hawk","Wild bird"
2022-05-27,"USA","Idaho","Jefferson","EA H5N1","Red-tailed hawk","Wild bird"
2022-05-27,"USA","Idaho","Madison","EA H5N1","Great horned owl","Wild bird"
2022-05-27,"USA","Idaho","Bear Lake","EA H5N1","Mallard","Wild bird"
2022-05-27,"USA","Montana","Mineral","EA H5N1","Turkey vulture","Wild bird"
2022-05-27,"USA","Montana","Custer","EA H5N1","Wood duck","Wild bird"
2022-05-27,"USA","Maryland","Howard","EA H5N1","Black vulture","Wild bird"
2022-05-27,"USA","Maryland","Howard","EA H5N1","Black vulture","Wild bird"
2022-05-27,"USA","New York","Erie","EA/AM H5N1","Turkey vulture","Wild bird"
2022-05-27,"USA","Florida","Hillsborough","EA H5N1","Muscovy duck","Wild bird"
2022-05-27,"USA","Utah","Salt Lake","EA H5N1","Goose (unidentified)","Wild bird"
2022-05-27,"USA","Utah","Utah","EA H5N1","American white pelican","Wild bird"
2022-05-27,"USA","Minnesota","Hubbard","EA H5N1","Crow (unidentified)","Captive wild bird"
2022-05-27,"USA","Minnesota","Stearns","H5N1","Red fox","Mammals"
2022-05-27,"USA","Minnesota","Itasca","H5N1","Red fox","Mammals"
2022-05-27,"USA","New York","Erie","H5N1","Red fox","Mammals"
2022-05-31,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","New Jersey","Salem","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","New Jersey","Salem","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","New Jersey","Salem","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","New Jersey","Monmouth","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","New Jersey","Salem","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","New Jersey","Salem","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","Florida","Brevard","EA H5N1","Black vulture","Wild bird"
2022-05-31,"USA","Florida","Collier","EA H5N1","Bald eagle","Wild bird"
2022-05-31,"USA","Indiana","Allen","EA H5N1","Red-tailed hawk","Wild bird"
2022-05-31,"USA","Indiana","Allen","EA H5N1","Great horned owl","Wild bird"
2022-05-31,"USA","Indiana","Allen","EA H5N1","Red-tailed hawk","Wild bird"
2022-05-31,"USA","Pennsylvania","Franklin","EA H5N1","Canada goose","Wild bird"
2022-05-31,"USA","Pennsylvania","Bucks","EA/AM H5N1","Black vulture","Wild bird"
2022-05-31,"USA","Pennsylvania","Lancaster","EA/AM H5N1","Black vulture","Wild bird"
2022-05-31,"USA","Pennsylvania","Lancaster","EA/AM H5N1","Black vulture","Wild bird"
2022-05-31,"USA","Pennsylvania","Lancaster","EA H5N1","Turkey vulture","Wild bird"
2022-05-31,"USA","Pennsylvania","Franklin","EA H5N1","Canada goose","Wild bird"
2022-05-31,"USA","Pennsylvania","Franklin","EA H5N1","Canada goose","Wild bird"
2022-05-31,"USA","Colorado","Larimer","EA H5N1","Great horned owl","Captive wild bird"
2022-05-31,"USA","Minnesota","Otter Tail","EA H5N1","Great horned owl","Captive wild bird"
2022-05-31,"USA","Wisconsin","Pierce","EA/AM H5N1","Bald eagle","Captive wild bird"
2022-05-31,"USA","Iowa","Buchanan","H5N1","Virginia opossum","Mammals"
2022-05-31,"USA","Iowa","Buchanan","H5N1","Virginia opossum","Mammals"
2022-06-01,"USA","Massachusetts","Barnstable","EA H5N1","Red-tailed hawk","Wild bird"
2022-06-01,"USA","Massachusetts","Essex","EA H5N1","Snowy owl","Wild bird"
2022-06-01,"USA","Massachusetts","Essex","EA H5N1","Snowy owl","Wild bird"
2022-06-01,"USA","Massachusetts","Barnstable","EA H5N1","Red-tailed hawk","Wild bird"
2022-06-01,"USA","Massachusetts","Nantucket","EA H5N1","Great black-backed gull","Wild bird"
2022-06-01,"USA","Massachusetts","Nantucket","EA H5N1","Great black-backed gull","Wild bird"
2022-06-01,"USA","Massachusetts","Nantucket","EA H5N1","American crow","Wild bird"
2022-06-01,"USA","Massachusetts","Nantucket","EA H5N1","Great black-backed gull","Wild bird"
2022-06-01,"USA","Massachusetts","Nantucket","EA H5N1","Great black-backed gull","Wild bird"
2022-06-01,"USA","Massachusetts","Suffolk","EA H5N1","Snowy owl","Wild bird"
2022-06-01,"USA","Massachusetts","Plymouth","EA H5N1","Great horned owl","Wild bird"
2022-06-01,"USA","Massachusetts","Barnstable","EA H5N1","Snowy owl","Wild bird"
2022-06-01,"USA","Massachusetts","Plymouth","EA H5N1","Great horned owl","Wild bird"
2022-06-01,"USA","Massachusetts","Barnstable","EA H5N1","Northern gannet","Wild bird"
2022-06-01,"USA","Massachusetts","Nantucket","EA H5N1","Osprey","Wild bird"
2022-06-02,"USA","Minnesota","Cook","EA H5N1","Bald eagle","Wild bird"
2022-06-02,"USA","Alaska","Sitka","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-02,"USA","Alaska","Sitka","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-02,"USA","Alaska","Sitka","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-02,"USA","Alaska","Sitka","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-02,"USA","Washington","King","EA H5N1","Canada goose","Wild bird"
2022-06-02,"USA","Washington","King","EA H5N1","Canada goose","Wild bird"
2022-06-02,"USA","Washington","King","EA H5N1","Mallard","Wild bird"
2022-06-02,"USA","Washington","King","EA H5N1","Mallard","Wild bird"
2022-06-02,"USA","Washington","King","EA H5N1","Mallard","Wild bird"
2022-06-02,"USA","Washington","King","EA H5N1","Mallard","Wild bird"
2022-06-02,"USA","Washington","King","EA H5N1","Canada goose","Wild bird"
2022-06-02,"USA","Florida","Brevard","EA H5N1","Black vulture","Wild bird"
2022-06-02,"USA","Oregon","Lane","EA H5N1","Turkey vulture","Wild bird"
2022-06-02,"USA","New York","Suffolk","EA H5N1","Gull (unidentified)","Wild bird"
2022-06-02,"USA","Utah","Weber","EA H5N1","Turkey vulture","Wild bird"
2022-06-02,"USA","Utah","Weber","EA H5N1","Turkey vulture","Wild bird"
2022-06-02,"USA","Utah","Salt Lake","EA H5N1","Owl (unidentified)","Wild bird"
2022-06-02,"USA","North Dakota","Dickey","H5N1","Red fox","Mammals"
2022-06-03,"USA","DC","District of Columbia","EA/AM H5N1","Mallard","Wild bird"
2022-06-03,"USA","DC","District of Columbia","EA H5N1","Mallard","Wild bird"
2022-06-03,"USA","Illinois","McLean","EA/AM H5N1","Canada goose","Wild bird"
2022-06-03,"USA","Illinois","McLean","EA/AM H5N1","Canada goose","Wild bird"
2022-06-03,"USA","Vermont","Bennington","EA H5N1","Red-tailed hawk","Wild bird"
2022-06-03,"USA","Vermont","Addison","EA H5N1","Canada goose","Wild bird"
2022-06-03,"USA","Vermont","Essex","EA H5N1","Bald eagle","Wild bird"
2022-06-03,"USA","Vermont","Washington","EA H5N1","Canada goose","Wild bird"
2022-06-03,"USA","Illinois","Cook","EA/AM H5N1","Double-crested cormorant","Wild bird"
2022-06-03,"USA","Illinois","Cook","EA/AM H5N1","Double-crested cormorant","Wild bird"
2022-06-03,"USA","Illinois","Cook","EA/AM H5N1","Double-crested cormorant","Wild bird"
2022-06-03,"USA","Wisconsin","Door","EA/AM H5N1","Herring gull","Wild bird"
2022-06-03,"USA","Wisconsin","Door","EA/AM H5N1","Herring gull","Wild bird"
2022-06-03,"USA","Wisconsin","Door","EA/AM H5N1","Caspian tern","Wild bird"
2022-06-03,"USA","Wisconsin","Door","EA/AM H5N1","Caspian tern","Wild bird"
2022-06-03,"USA","Wisconsin","Door","EA/AM H5N1","Double-crested cormorant","Wild bird"
2022-06-03,"USA","Wisconsin","Door","EA H5N1","Double-crested cormorant","Wild bird"
2022-06-03,"USA","Minnesota","Hennepin","EA/AM H5N1","American white pelican","Captive wild bird"
2022-06-03,"USA","Minnesota","Wright","EA H5N1","American white pelican","Captive wild bird"
2022-06-03,"USA","Minnesota","Anoka","EA/AM H5N1","Pelican (unidentified)","Captive wild bird"
2022-06-03,"USA","Minnesota","Scott","H5N1","Red fox","Mammals"
2022-06-07,"USA","Minnesota","Cass","EA H5N1","Wood duck","Wild bird"
2022-06-07,"USA","Minnesota","Cass","EA H5N1","Wood duck","Wild bird"
2022-06-07,"USA","Arizona","Maricopa","EA/AM H5N1","Neotropic cormorant","Wild bird"
2022-06-07,"USA","Arizona","Maricopa","EA/AM H5N1","Neotropic cormorant","Wild bird"
2022-06-07,"USA","Arizona","Maricopa","EA H5N1","Neotropic cormorant","Wild bird"
2022-06-07,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-06-07,"USA","Florida","Seminole","EA H5N1","Muscovy duck","Wild bird"
2022-06-07,"USA","Utah","Salt Lake","EA H5N1","Hawk (unidentified)","Wild bird"
2022-06-07,"USA","Utah","Salt Lake","EA H5N1","Goose (unidentified)","Wild bird"
2022-06-07,"USA","Utah","Weber","EA H5N1","Hawk (unidentified)","Wild bird"
2022-06-07,"USA","Kansas","Brown","EA H5N1","Bald eagle","Wild bird"
2022-06-07,"USA","Georgia","Toombs","EA H5N1","Black vulture","Wild bird"
2022-06-07,"USA","Georgia","Toombs","EA H5N1","Black vulture","Wild bird"
2022-06-07,"USA","Georgia","Toombs","EA H5N1","Black vulture","Wild bird"
2022-06-07,"USA","Montana","Gallatin","EA/AM H5N1","Great horned owl","Wild bird"
2022-06-07,"USA","Minnesota","Crow Wing","EA/AM H5N1","Great horned owl","Captive wild bird"
2022-06-07,"USA","Minnesota","Hubbard","EA H5N1","Bald eagle","Captive wild bird"
2022-06-07,"USA","Michigan","Osceola","H5N1","Red fox","Mammals"
2022-06-08,"USA","Washington","Benton","EA/AM H5N1","Canada goose","Wild bird"
2022-06-08,"USA","Washington","Benton","EA/AM H5N1","Canada goose","Wild bird"
2022-06-08,"USA","Washington","Benton","EA/AM H5N1","Canada goose","Wild bird"
2022-06-08,"USA","Michigan","Mackinac","EA/AM H5N1","Herring gull","Wild bird"
2022-06-08,"USA","Michigan","Mackinac","EA H5N1","Herring gull","Wild bird"
2022-06-08,"USA","Michigan","Grand Traverse","EA H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Manistee","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Mason","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Iosco","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Ogemaw","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Roscommon","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Iosco","EA H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Mason","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Otsego","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Osceola","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Charlevoix","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Missaukee","EA H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Roscommon","EA/AM H5N1","Snowy owl","Wild bird"
2022-06-08,"USA","Michigan","Roscommon","EA/AM H5N1","Gadwall","Wild bird"
2022-06-08,"USA","Michigan","Alpena","EA H5N1","Red-winged blackbird","Wild bird"
2022-06-08,"USA","Michigan","Missaukee","EA H5N1","Barred owl","Wild bird"
2022-06-08,"USA","Michigan","Charlevoix","EA H5N1","Mallard","Wild bird"
2022-06-08,"USA","Michigan","Grand Traverse","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-06-08,"USA","Michigan","Grand Traverse","EA/AM H5N1","Redhead duck","Wild bird"
2022-06-08,"USA","Michigan","Huron","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","Michigan","Macomb","EA/AM H5N1","Peregrine falcon","Wild bird"
2022-06-08,"USA","Michigan","Kalamazoo","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-06-08,"USA","Alaska","Anchorage","EA/AM H5N1","Snow goose","Wild bird"
2022-06-08,"USA","Alaska","Valdez-Cordova","EA/AM H5N1","Brant","Wild bird"
2022-06-08,"USA","Idaho","Ada","EA H5N1","Canada goose","Wild bird"
2022-06-08,"USA","Idaho","Ada","EA/AM H5N1","Canada goose","Wild bird"
2022-06-08,"USA","New York","Chautauqua","EA H5N1","Bald eagle","Wild bird"
2022-06-08,"USA","North Dakota","Burleigh","H5N1","Red fox","Mammals"
2022-06-08,"USA","Utah","Salt Lake","H5N1","Red fox","Mammals"
2022-06-09,"USA","Wisconsin","Door","EA H5N1","Bald eagle","Wild bird"
2022-06-09,"USA","Michigan","Eaton","EA H5N1","Red-tailed hawk","Wild bird"
2022-06-09,"USA","Michigan","Eaton","EA H5N1","American crow","Wild bird"
2022-06-09,"USA","Michigan","Ontonagon","EA H5N1","American white pelican","Wild bird"
2022-06-09,"USA","Michigan","Gogebic","EA H5N1","Bald eagle","Wild bird"
2022-06-09,"USA","New York","Saratoga","EA H5N1","Bald eagle","Wild bird"
2022-06-09,"USA","New York","Orange","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-09,"USA","New York","Rensselaer","EA H5N1","Bald eagle","Wild bird"
2022-06-09,"USA","Pennsylvania","Montgomery","EA/AM H5N1","Black vulture","Wild bird"
2022-06-09,"USA","Pennsylvania","Montgomery","EA/AM H5N1","Black vulture","Wild bird"
2022-06-09,"USA","Minnesota","Houston","EA/AM H5N1","Bald eagle","Captive wild bird"
2022-06-09,"USA","Michigan","Midland","H5N1","Red fox","Mammals"
2022-06-09,"USA","Michigan","Midland","H5N1","Red fox","Mammals"
2022-06-09,"USA","Michigan","Osceola","H5N1","Red fox","Mammals"
2022-06-09,"USA","Michigan","Otsego","H5N1","Red fox","Mammals"
2022-06-10,"USA","Wisconsin","Dodge","EA H5N1","American white pelican","Wild bird"
2022-06-10,"USA","Wisconsin","Dodge","EA H5N1","Double-crested cormorant","Wild bird"
2022-06-10,"USA","Wisconsin","Door","EA/AM H5N1","Caspian tern","Wild bird"
2022-06-10,"USA","Minnesota","Cass","EA/AM H5N1","Ring-billed gull","Wild bird"
2022-06-10,"USA","Minnesota","Cass","EA/AM H5N1","Double-crested cormorant","Wild bird"
2022-06-10,"USA","Minnesota","Cass","EA/AM H5N1","Common tern","Wild bird"
2022-06-10,"USA","Minnesota","Cass","EA/AM H5N1","Common tern","Wild bird"
2022-06-10,"USA","Wisconsin","Door","EA/AM H5N1","Caspian tern","Wild bird"
2022-06-10,"USA","Wisconsin","Door","EA/AM H5N1","Caspian tern","Wild bird"
2022-06-10,"USA","Wisconsin","Door","EA/AM H5N1","Caspian tern","Wild bird"
2022-06-10,"USA","Wisconsin","Door","EA/AM H5N1","Caspian tern","Wild bird"
2022-06-10,"USA","Minnesota","Cass","EA/AM H5N1","American white pelican","Wild bird"
2022-06-10,"USA","Minnesota","Cass","EA H5N1","American white pelican","Wild bird"
2022-06-10,"USA","Minnesota","Cass","EA/AM H5N1","Ring-billed gull","Wild bird"
2022-06-10,"USA","Minnesota","Cass","EA/AM H5N1","Caspian tern","Wild bird"
2022-06-10,"USA","Minnesota","Cass","EA/AM H5N1","Caspian tern","Wild bird"
2022-06-10,"USA","Minnesota","Cass","EA/AM H5N1","Double-crested cormorant","Wild bird"
2022-06-10,"USA","Wyoming","Teton","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-06-10,"USA","Alaska","Aleutians West","EA H5N1","Bald eagle","Wild bird"
2022-06-10,"USA","Wyoming","Sublette","EA H5N1","Eared grebe","Wild bird"
2022-06-10,"USA","Wyoming","Sublette","EA H5N1","Horned grebe","Wild bird"
2022-06-10,"USA","Wyoming","Sublette","EA H5N1","Horned grebe","Wild bird"
2022-06-10,"USA","Minnesota","Nicollet","EA/AM H5N1","American white pelican","Wild bird"
2022-06-10,"USA","Idaho","Ada","EA/AM H5N1","Harris hawk","Wild bird"
2022-06-10,"USA","New York","Jefferson","EA H5N1","Bald eagle","Wild bird"
2022-06-10,"USA","New York","Franklin","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-10,"USA","Utah","Salt Lake","EA/AM H5N1","Goose (unidentified)","Wild bird"
2022-06-14,"USA","Pennsylvania","Dauphin","EA H5N1","Black vulture","Wild bird"
2022-06-14,"USA","Pennsylvania","Dauphin","EA H5N1","Black vulture","Wild bird"
2022-06-14,"USA","Pennsylvania","Dauphin","EA H5N1","Black vulture","Wild bird"
2022-06-14,"USA","Pennsylvania","Dauphin","EA H5N1","Black vulture","Wild bird"
2022-06-14,"USA","Alaska","Kusilvak","EA H5N1","Brant","Wild bird"
2022-06-14,"USA","Alaska","Bethel","EA H5N1","Brant","Wild bird"
2022-06-14,"USA","Alaska","Kusilvak","EA H5N1","Glaucous gull","Wild bird"
2022-06-14,"USA","Alaska","Bethel","EA H5N1","Glaucous gull","Wild bird"
2022-06-14,"USA","Alaska","Bethel","EA H5N1","Sabine's gull","Wild bird"
2022-06-14,"USA","Alaska","Bethel","EA H5N1","Sabine's gull","Wild bird"
2022-06-14,"USA","Alaska","Bethel","EA H5N1","Sabine's gull","Wild bird"
2022-06-14,"USA","Alaska","Bethel","EA H5N1","Glaucous gull","Wild bird"
2022-06-14,"USA","Alaska","Bethel","EA H5N1","Glaucous gull","Wild bird"
2022-06-14,"USA","Alaska","Aleutians East","EA H5N1","Brant","Wild bird"
2022-06-14,"USA","Alaska","Aleutians East","EA H5N1","Glaucous gull","Wild bird"
2022-06-14,"USA","Florida","Orange","EA/AM H5N1","Black vulture","Wild bird"
2022-06-14,"USA","Oregon","Umatilla","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-14,"USA","Utah","Salt Lake","EA H5N1","Goose (unidentified)","Wild bird"
2022-06-14,"USA","Utah","Salt Lake","EA H5N1","Goose (unidentified)","Wild bird"
2022-06-14,"USA","Utah","Salt Lake","EA H5N1","Goose (unidentified)","Wild bird"
