"Confirmed date","Country","State","County","HPAI strain","Species","WOAH Classification"
2022-06-14,"USA","Utah","Salt Lake","EA H5N1","Goose (unidentified)","Wild bird"
2022-06-14,"USA","Utah","Salt Lake","EA H5N1","Hawk (unidentified)","Wild bird"
2022-06-14,"USA","Utah","Salt Lake","EA H5N1","Hawk (unidentified)","Wild bird"
2022-06-14,"USA","Utah","Weber","EA H5N1","Hawk (unidentified)","Wild bird"
2022-06-14,"USA","Utah","Weber","EA H5N1","Great horned owl","Wild bird"
2022-06-14,"USA","Washington","Franklin","EA/AM H5N1","Gull (unidentified)","Wild bird"
2022-06-14,"USA","Washington","Whatcom","EA H5N1","Bald eagle","Wild bird"
2022-06-14,"USA","Indiana","Allen","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-06-14,"USA","Minnesota","Crow Wing","EA/AM H5N1","Eagle (unidentified)","Captive wild bird"
2022-06-14,"USA","Washington","Franklin","H5N1","Raccoon","Mammals"
2022-06-14,"USA","Washington","Franklin","H5N1","Raccoon","Mammals"
2022-06-14,"USA","Washington","Franklin","H5N1","Raccoon","Mammals"
2022-06-14,"USA","Washington","Franklin","H5N1","Raccoon","Mammals"
2022-06-15,"USA","Minnesota","Cass","EA H5N1","American white pelican","Wild bird"
2022-06-15,"USA","Minnesota","Cass","EA H5N1","American white pelican","Wild bird"
2022-06-15,"USA","Minnesota","Wright","EA H5N1","Double-crested cormorant","Wild bird"
2022-06-15,"USA","Minnesota","Wright","EA H5N1","American white pelican","Wild bird"
2022-06-15,"USA","Minnesota","Wright","EA H5N1","Double-crested cormorant","Wild bird"
2022-06-15,"USA","Alaska","Valdez-Cordova","EA H5N1","Bald eagle","Wild bird"
2022-06-15,"USA","Alaska","Matanuska-Susitna","EA/AM H5N1","Red-necked grebe","Wild bird"
2022-06-15,"USA","Washington","King","EA/AM H5N1","Canada goose","Wild bird"
2022-06-15,"USA","Washington","King","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-15,"USA","Washington","King","EA/AM H5N1","Canada goose","Wild bird"
2022-06-15,"USA","Washington","King","EA/AM H5N1","Canada goose","Wild bird"
2022-06-15,"USA","Washington","Snohomish","EA H5N1","Canada goose","Wild bird"
2022-06-15,"USA","North Dakota","Benson","EA/AM H5N1","Hawk (unidentified)","Wild bird"
2022-06-16,"USA","Wisconsin","Calumet","EA H5N1","Red-tailed hawk","Wild bird"
2022-06-16,"USA","Oregon","Harney","EA/AM H5N1","Great horned owl","Wild bird"
2022-06-16,"USA","Oregon","Marion","EA H5N1","Canada goose","Wild bird"
2022-06-16,"USA","Oregon","Marion","EA/AM H5N1","Canada goose","Wild bird"
2022-06-16,"USA","Pennsylvania","Dauphin","EA/AM H5N1","Black vulture","Wild bird"
2022-06-16,"USA","Pennsylvania","Dauphin","EA/AM H5N1","Black vulture","Wild bird"
2022-06-16,"USA","Pennsylvania","Dauphin","EA/AM H5N1","Black vulture","Wild bird"
2022-06-16,"USA","Montana","Ravalli","EA/AM H5N1","Great horned owl","Wild bird"
2022-06-16,"USA","Montana","Ravalli","EA/AM H5N1","Great horned owl","Wild bird"
2022-06-16,"USA","Montana","Missoula","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-06-16,"USA","Colorado","Montezuma","EA/AM H5N1","Goose (unidentified)","Wild bird"
2022-06-17,"USA","Alaska","Matanuska-Susitna","EA/AM H5N1","Mallard","Wild bird"
2022-06-17,"USA","Alaska","Chugach","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-17,"USA","Alaska","Matanuska-Susitna","EA/AM H5N1","Mallard","Wild bird"
2022-06-17,"USA","Michigan","Muskegon","EA/AM H5N1","Double-crested cormorant","Wild bird"
2022-06-17,"USA","Michigan","Midland","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-17,"USA","Michigan","Ottawa","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-17,"USA","Michigan","Saginaw","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-17,"USA","Michigan","Saginaw","EA/AM H5N1","Bald eagle","Wild bird"
2022-06-17,"USA","Michigan","Wayne","EA H5N1","Common loon","Wild bird"
2022-06-17,"USA","Michigan","Bay","H5N1","Red fox","Mammals"
2022-06-17,"USA","Michigan","Gladwin","H5N1","Red fox","Mammals"
2022-06-17,"USA","Michigan","Muskegon","H5N1","Red fox","Mammals"
2022-06-17,"USA","Michigan","Wexford","H5N1","Coyote","Mammals"
2022-06-21,"USA","Oregon","Marion","EA/AM H5N1","Mallard","Wild bird"
2022-06-21,"USA","Florida","Orange","EA/AM H5N1","Black vulture","Wild bird"
2022-06-21,"USA","Florida","Brevard","EA/AM H5N1","American wood stork","Wild bird"
2022-06-21,"USA","New York","Livingston","EA/AM H5N1","Turkey vulture","Wild bird"
2022-06-21,"USA","Pennsylvania","Delaware","EA/AM H5N1","Black vulture","Wild bird"
2022-06-21,"USA","Pennsylvania","Crawford","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-06-21,"USA","Idaho","Latah","H5N1","Striped skunk","Mammals"
2022-06-22,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-06-22,"USA","Florida","Palm Beach","EA/AM H5N1","Heron (unidentified)","Wild bird"
2022-06-22,"USA","Idaho","Ada","EA/AM H5N1","Canada goose","Wild bird"
2022-06-22,"USA","Washington","Pierce","EA H5N1","Great horned owl","Wild bird"
2022-06-22,"USA","Indiana","Hancock","EA/AM H5N1","Canada goose","Wild bird"
2022-06-22,"USA","Minnesota","Roseau","EA/AM H5N1","Bald eagle","Captive wild bird"
2022-06-22,"USA","Idaho","Adams","H5N1","Striped skunk","Mammals"
2022-06-22,"USA","Idaho","Adams","H5N1","Striped skunk","Mammals"
2022-06-24,"USA","Wisconsin","Milwaukee","EA H5N1","Bald eagle","Wild bird"
2022-06-24,"USA","Michigan","Alger","EA H5N1","Great horned owl","Wild bird"
2022-06-24,"USA","Michigan","Dickinson","EA H5N1","Wood duck","Wild bird"
2022-06-24,"USA","Michigan","Delta","EA H5N1","Bald eagle","Wild bird"
2022-06-24,"USA","Michigan","Mackinac","EA H5N1","Bald eagle","Wild bird"
2022-06-24,"USA","Michigan","Delta","EA H5N1","Bald eagle","Wild bird"
2022-06-24,"USA","Michigan","Baraga","EA H5N1","Bald eagle","Wild bird"
2022-06-24,"USA","Michigan","Delta","EA H5N1","Bald eagle","Wild bird"
2022-06-24,"USA","Michigan","Muskegon","EA H5N1","Double-crested cormorant","Wild bird"
2022-06-24,"USA","Alaska","Anchorage","EA H5N1","Short-billed gull","Wild bird"
2022-06-24,"USA","Alaska","Kusilvak","EA H5N1","Sandhill crane","Wild bird"
2022-06-24,"USA","Alaska","Bethel","EA H5N1","Common raven","Wild bird"
2022-06-24,"USA","Washington","Yakima","EA H5N1","Red-tailed hawk","Wild bird"
2022-06-24,"USA","Washington","Yakima","EA H5N1","Red-tailed hawk","Wild bird"
2022-06-24,"USA","Washington","Yakima","EA H5N1","Red-tailed hawk","Wild bird"
2022-06-24,"USA","Wisconsin","Door","EA/AM H5N1","Double-crested cormorant","Wild bird"
2022-06-24,"USA","Wisconsin","Door","EA/AM H5N1","Double-crested cormorant","Wild bird"
2022-06-24,"USA","Georgia","Chatham","EA H5N1","Black vulture","Wild bird"
2022-06-24,"USA","Kansas","Lyon","EA H5N1","Bald eagle","Wild bird"
2022-06-24,"USA","Alaska","Sitka","EA H5","Bald eagle","Wild bird"
2022-06-24,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-06-24,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-06-24,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-06-24,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-06-24,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-06-24,"USA","Minnesota","Carver","EA H5N1","Trumpeter swan","Captive wild bird"
2022-06-24,"USA","Michigan","Chippewa","H5N1","Red fox","Mammals"
2022-06-24,"USA","Michigan","Iron","H5N1","Raccoon","Mammals"
2022-06-28,"USA","Alaska","Bethel","EA H5N1","Dunlin","Wild bird"
2022-06-28,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-06-28,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-06-28,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-06-28,"USA","Florida","Palm Beach","EA/AM H5N1","Black vulture","Wild bird"
2022-06-29,"USA","Florida","Pinellas","EA/AM H5N1","Great horned owl","Wild bird"
2022-06-29,"USA","Florida","Pinellas","EA/AM H5N1","Great horned owl","Wild bird"
2022-06-29,"USA","Florida","Pinellas","EA/AM H5N1","Great horned owl","Wild bird"
2022-06-29,"USA","New York","St. Lawrence","EA/AM H5N1","Turkey vulture","Wild bird"
2022-06-29,"USA","New York","St. Lawrence","EA/AM H5N1","Turkey vulture","Wild bird"
2022-06-29,"USA","New York","St. Lawrence","EA/AM H5N1","Turkey vulture","Wild bird"
2022-06-29,"USA","Oregon","Union","EA H5N1","Canada goose","Wild bird"
2022-06-29,"USA","Washington","King","EA H5N1","Bald eagle","Wild bird"
2022-06-29,"USA","North Dakota","Stutsman","EA/AM H5N1","Eared grebe","Wild bird"
2022-06-29,"USA","North Dakota","Stutsman","EA/AM H5N1","Eared grebe","Wild bird"
2022-06-29,"USA","Indiana","Marion","EA/AM H5N1","Barred owl","Wild bird"
2022-06-29,"USA","Indiana","Marion","EA/AM H5N1","Eastern screech owl","Wild bird"
2022-06-29,"USA","Wisconsin","St Croix","H5N1","Fisher","Mammals"
2022-07-01,"USA","Maine","Cumberland","H5N1","Harbor seal","Mammals"
2022-07-01,"USA","Maine","Lincoln","H5N1","Harbor seal","Mammals"
2022-07-01,"USA","Maine","Sagadahoc","H5N1","Harbor seal","Mammals"
2022-07-01,"USA","Maine","York","H5N1","Harbor seal","Mammals"
2022-07-06,"USA","Rhode Island","Washington","EA H5N1","Great black-backed gull","Wild bird"
2022-07-06,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-06,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-06,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-06,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-06,"USA","Florida","Brevard","EA /AM H5N1","Black vulture","Wild bird"
2022-07-06,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-06,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-06,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Bald eagle","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Double-crested cormorant","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Peregrine falcon","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Great black-backed gull","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Red-tailed hawk","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Red-tailed hawk","Wild bird"
2022-07-06,"USA","Massachusetts","Suffolk","EA H5N1","Peregrine falcon","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Common eider","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Great black-backed gull","Wild bird"
2022-07-06,"USA","Maine","Hancock","EA H5N1","Common tern","Wild bird"
2022-07-06,"USA","Maine","Hancock","EA H5N1","Common tern","Wild bird"
2022-07-06,"USA","Maine","Hancock","EA H5N1","Common tern","Wild bird"
2022-07-06,"USA","Maine","Hancock","EA H5N1","Common tern","Wild bird"
2022-07-06,"USA","Massachusetts","Barnstable","EA H5N1","Common eider","Wild bird"
2022-07-06,"USA","Massachusetts","Essex","EA H5N1","Great black-backed gull","Wild bird"
2022-07-06,"USA","Utah","Salt Lake","EA H5N1","Goose (unidentified)","Wild bird"
2022-07-06,"USA","Utah","Salt Lake","EA/AM H5N1","Goose (unidentified)","Wild bird"
2022-07-06,"USA","Utah","Salt Lake","EA H5N1","Goose (unidentified)","Wild bird"
2022-07-06,"USA","Utah","Salt Lake","EA H5N1","Goose (unidentified)","Wild bird"
2022-07-06,"USA","Minnesota","Mille Lacs","EA H5N1","Pelican (unidentified)","Captive wild bird"
2022-07-06,"USA","Washington","Stevens","EA/AM H5N1","Raccoon","Mammals"
2022-07-07,"USA","Oregon","Multnomah","EA H5N1","Canada goose","Wild bird"
2022-07-07,"USA","Oregon","Multnomah","EA/AM H5N1","Great blue heron","Wild bird"
2022-07-07,"USA","Washington","Island","EA H5N1","Trumpeter swan","Wild bird"
2022-07-07,"USA","New Hampshire","Rockingham","EA H5N1","Ring-billed gull","Wild bird"
2022-07-07,"USA","New Hampshire","Rockingham","EA H5N1","Great black-backed gull","Wild bird"
2022-07-07,"USA","New Hampshire","Rockingham","EA H5N1","Common eider","Wild bird"
2022-07-07,"USA","New Hampshire","Rockingham","EA H5N1","Great black-backed gull","Wild bird"
2022-07-07,"USA","New Hampshire","Grafton","EA H5N1","Herring gull","Wild bird"
2022-07-07,"USA","Indiana","Marion","EA H5N1","Canada goose","Wild bird"
2022-07-07,"USA","Alaska","Nome Census Area","EA/AM H5N1","Red fox","Mammals"
2022-07-08,"USA","Maine","York","EA H5N1","Common tern","Wild bird"
2022-07-08,"USA","Maine","York","EA H5N1","Common tern","Wild bird"
2022-07-08,"USA","Maine","Sagadahoc","EA H5N1","Common eider","Wild bird"
2022-07-08,"USA","Maine","Sagadahoc","EA H5N1","Common eider","Wild bird"
2022-07-08,"USA","Georgia","Dougherty","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Michigan","Grand Traverse","EA H5N1","Bald eagle","Wild bird"
2022-07-11,"USA","Alaska","North Slope","EA H5N1","Common raven","Wild bird"
2022-07-11,"USA","Alaska","North Slope","EA H5N1","Common raven","Wild bird"
2022-07-11,"USA","Alaska","North Slope","EA H5N1","Common raven","Wild bird"
2022-07-11,"USA","Alaska","North Slope","EA H5","Common raven","Wild bird"
2022-07-11,"USA","Alaska","Bethel","EA/AM H5N1","Parasitic jaeger","Wild bird"
2022-07-11,"USA","Alaska","Bethel","EA/AM H5N1","Arctic tern","Wild bird"
2022-07-11,"USA","Alaska","Bethel","EA H5N1","Gull (unidentified)","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-11,"USA","Utah","Weber","EA/AM H5N1","Swainson's hawk","Wild bird"
2022-07-11,"USA","Michigan","Cass","EA/AM H5N1","Bald eagle","Wild bird"
2022-07-11,"USA","Michigan","Branch","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-07-11,"USA","Massachusetts","Plymouth","EA H5N1","Bald eagle","Captive wild bird"
2022-07-11,"USA","Maine","Cumberland","H5N1","Harbor seal","Mammals"
2022-07-11,"USA","Maine","Cumberland","H5N1","Harbor seal","Mammals"
2022-07-11,"USA","Maine","Cumberland","H5N1","Harbor seal","Mammals"
2022-07-11,"USA","Maine","Cumberland","H5N1","Harbor seal","Mammals"
2022-07-11,"USA","Maine","Lincoln","H5N1","Harbor seal","Mammals"
2022-07-11,"USA","Maine","Sagadahoc","H5N1","Grey seal","Mammals"
2022-07-12,"USA","Oregon","Benton","EA/AM H5N1","Canada goose","Wild bird"
2022-07-12,"USA","Oregon","Benton","EA/AM H5N1","Canada goose","Wild bird"
2022-07-12,"USA","Minnesota","Ramsey","EA H5N1","Peregrine falcon","Captive wild bird"
2022-07-14,"USA","California","Glenn","EA/AM H5N1","Canada goose","Wild bird"
2022-07-14,"USA","California","Colusa","EA/AM H5N1","Canada goose","Wild bird"
2022-07-14,"USA","California","Colusa","EA/AM H5N1","American white pelican","Wild bird"
2022-07-14,"USA","Pennsylvania","Montgomery","EA/AM H5N1","Black vulture","Wild bird"
2022-07-14,"USA","Pennsylvania","Montgomery","EA/AM H5N1","Black vulture","Wild bird"
2022-07-14,"USA","Pennsylvania","Montgomery","EA/AM H5N1","Black vulture","Wild bird"
2022-07-14,"USA","Oregon","Benton","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-07-14,"USA","Florida","Alachua","EA/AM H5N1","Black vulture","Wild bird"
2022-07-14,"USA","Idaho","Ada","EA H5N1","Canada goose","Wild bird"
2022-07-14,"USA","Idaho","Ada","EA H5N1","Canada goose","Wild bird"
2022-07-14,"USA","Iowa","Clinton","EA/AM H5N1","American white pelican","Wild bird"
2022-07-14,"USA","Illinois","Carroll","EA/AM H5N1","American white pelican","Wild bird"
2022-07-15,"USA","Montana","Flathead","EA/AM H5N1","Bald eagle","Wild bird"
2022-07-15,"USA","Pennsylvania","Franklin","EA/AM H5N1","Great horned owl","Wild bird"
2022-07-15,"USA","Pennsylvania","Erie","EA/AM H5N1","Herring gull","Wild bird"
2022-07-15,"USA","Pennsylvania","Erie","EA/AM H5N1","Bald eagle","Wild bird"
2022-07-15,"USA","Pennsylvania","Crawford","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-07-15,"USA","Pennsylvania","Butler","EA/AM H5N1","Bald eagle","Wild bird"
2022-07-15,"USA","Pennsylvania","Columbia","EA H5N1","Bald eagle","Wild bird"
2022-07-15,"USA","Pennsylvania","Lancaster","EA H5N1","Great horned owl","Wild bird"
2022-07-15,"USA","Pennsylvania","Dauphin","EA H5N1","Bald eagle","Wild bird"
2022-07-15,"USA","Pennsylvania","York","EA H5N1","Bald eagle","Wild bird"
2022-07-15,"USA","Pennsylvania","Crawford","EA/AM H5N1","Wood duck","Wild bird"
2022-07-18,"USA","Alaska","Nome","EA H5N1","Glaucous gull","Wild bird"
2022-07-18,"USA","Alaska","Northwest Arctic","EA/AM H5N1","Common raven","Wild bird"
2022-07-18,"USA","Florida","Brevard","EA H5N1","Black vulture","Wild bird"
2022-07-18,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-18,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-18,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-18,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-18,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-18,"USA","New York","Dutchess","EA H5N1","Bald eagle","Wild bird"
2022-07-18,"USA","New Jersey","Salem","EA H5N1","Black vulture","Wild bird"
2022-07-18,"USA","Virginia","Loudoun","EA H5N1","Black vulture","Wild bird"
2022-07-18,"USA","Virginia","Loudoun","EA H5N1","Black vulture","Wild bird"
2022-07-18,"USA","Virginia","Loudoun","EA H5N1","Black vulture","Wild bird"
2022-07-18,"USA","Kentucky","McLean","EA H5N1","Bald eagle","Wild bird"
2022-07-18,"USA","Michigan","Bay","H5N1","Red fox","Mammals"
2022-07-19,"USA","New York","Onondaga","EA/AM H5N1","Bald eagle","Wild bird"
2022-07-19,"USA","Utah","Salt Lake","EA/AM H5N1","Swainson's hawk","Wild bird"
2022-07-20,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-20,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-07-20,"USA","Oregon","Deschutes","EA H5N1","Canada goose","Wild bird"
2022-07-20,"USA","Iowa","Clinton","EA/AM H5N1","American white pelican","Wild bird"
2022-07-20,"USA","Illinois","Carroll","EA H5N1","American white pelican","Wild bird"
2022-07-21,"USA","Oregon","Deschutes","EA/AM H5N1","Canada goose","Wild bird"
2022-07-21,"USA","Oregon","Lane","EA H5N1","Canada goose","Wild bird"
2022-07-21,"USA","Oregon","Lane","EA/AM H5N1","Canada goose","Wild bird"
2022-07-21,"USA","California","Sonoma","EA/AM H5N1","Canada goose","Wild bird"
2022-07-21,"USA","California","Sonoma","EA/AM H5N1","Canada goose","Wild bird"
2022-07-21,"USA","Maine","Waldo","EA H5N1","Common eider","Captive wild bird"
2022-07-21,"USA","Maine","Waldo","EA H5N1","Common eider","Captive wild bird"
2022-07-22,"USA","New York","Oneida","EA/AM H5N1","Canada goose","Wild bird"
